Essais Frottement unidirectionnel					
					
Conditions de l'essais					
Asservissement	Pas d'asservissement en force				
Vitesse du moteur en X (µm/s )	1000.000000				
Longueur de frottement (µm)	5000.000000				
Vitesse du moteur en Z (µm/s )	50.000000				
Type d 'essai	Force imposée				
Consigne en force (mN)	5.000000				
					
Déplacement en X (µm)	Effort tangentiel (mN)	Effort normal (mN)	Temps (s)	Fx/Fz	
1087.378641	8.731110	5.299468	1.087379	1.647545	
1088.349515	8.731110	5.331916	1.088350	1.637518	
1089.320388	8.707939	5.310284	1.089320	1.639826	
1090.291262	8.684769	5.310284	1.090291	1.635462	
1091.262136	8.696354	5.331916	1.091262	1.631000	
1092.233010	8.673184	5.299468	1.092233	1.636614	
1093.203883	8.661598	5.299468	1.093204	1.634428	
1094.174757	8.650013	5.288652	1.094175	1.635580	
1095.145631	8.626843	5.288652	1.095146	1.631199	
1096.116505	8.638428	5.299468	1.096117	1.630056	
1097.087379	8.650013	5.299468	1.097087	1.632242	
1098.058252	8.650013	5.310284	1.098058	1.628917	
1099.029126	8.661598	5.310284	1.099029	1.631099	
1100.000000	8.650013	5.288652	1.100000	1.635580	
1100.970874	8.650013	5.299468	1.100971	1.632242	
1101.941748	8.650013	5.299468	1.101942	1.632242	
1102.912621	8.603672	5.299468	1.102913	1.623497	
1103.883495	8.568916	5.288652	1.103883	1.620246	
1104.854369	8.568916	5.288652	1.104854	1.620246	
1105.825243	8.522575	5.299468	1.105825	1.608195	
1106.796117	8.487819	5.288652	1.106796	1.604912	
1107.766990	8.487819	5.299468	1.107767	1.601636	
1108.737864	8.499405	5.299468	1.108738	1.603822	
1109.708738	8.476234	5.277835	1.109709	1.606006	
1110.679612	8.499405	5.288652	1.110680	1.607102	
1111.650485	8.522575	5.288652	1.111650	1.611484	
1112.621359	8.534161	5.299468	1.112621	1.610381	
1113.592233	8.580502	5.288652	1.113592	1.622437	
1114.563107	8.592087	5.310284	1.114563	1.618009	
1115.533981	8.568916	5.288652	1.115534	1.620246	
1116.504854	8.615257	5.299468	1.116505	1.625684	
1117.475728	8.626843	5.310284	1.117476	1.624554	
1118.446602	8.626843	5.310284	1.118447	1.624554	
1119.417476	8.638428	5.321100	1.119417	1.623429	
1120.388350	8.626843	5.331916	1.120388	1.617963	
1121.359223	8.615257	5.299468	1.121359	1.625684	
1122.330097	8.603672	5.267019	1.122330	1.633499	
1123.300971	8.615257	5.288652	1.123301	1.629008	
1124.271845	8.638428	5.299468	1.124272	1.630056	
1125.242718	8.650013	5.288652	1.125243	1.635580	
1126.213592	8.684769	5.277835	1.126214	1.645517	
1127.184466	8.707939	5.277835	1.127184	1.649907	
1128.155340	8.731110	5.277835	1.128155	1.654297	
1129.126214	8.754280	5.277835	1.129126	1.658688	
1130.097087	8.731110	5.288652	1.130097	1.650914	
1131.067961	8.754280	5.299468	1.131068	1.651917	
1132.038835	8.777451	5.288652	1.132039	1.659677	
1133.009709	8.765866	5.288652	1.133010	1.657486	
1133.980583	8.765866	5.321100	1.133981	1.647379	
1134.951456	8.754280	5.321100	1.134951	1.645201	
1135.922330	8.765866	5.310284	1.135922	1.650734	
1136.893204	8.742695	5.310284	1.136893	1.646371	
1137.864078	8.731110	5.310284	1.137864	1.644189	
1138.834951	8.731110	5.299468	1.138835	1.647545	
1139.805825	8.742695	5.299468	1.139806	1.649731	
1140.776699	8.696354	5.288652	1.140777	1.644342	
1141.747573	8.707939	5.288652	1.141748	1.646533	
1142.718447	8.673184	5.267019	1.142718	1.646697	
1143.689320	8.638428	5.267019	1.143689	1.640098	
1144.660194	8.603672	5.256203	1.144660	1.636861	
1145.631068	8.592087	5.277835	1.145631	1.627957	
1146.601942	8.557331	5.267019	1.146602	1.624701	
1147.572816	8.568916	5.277835	1.147573	1.623566	
1148.543689	8.545746	5.277835	1.148544	1.619176	
1149.514563	8.557331	5.299468	1.149515	1.614753	
1150.485437	8.557331	5.299468	1.150485	1.614753	
1151.456311	8.557331	5.299468	1.151456	1.614753	
1152.427184	8.568916	5.299468	1.152427	1.616939	
1153.398058	8.592087	5.310284	1.153398	1.618009	
1154.368932	8.603672	5.310284	1.154369	1.620191	
1155.339806	8.626843	5.299468	1.155340	1.627870	
1156.310680	8.638428	5.299468	1.156311	1.630056	
1157.281553	8.638428	5.288652	1.157282	1.633389	
1158.252427	8.684769	5.299468	1.158252	1.638800	
1159.223301	8.684769	5.288652	1.159223	1.642152	
1160.194175	8.684769	5.277835	1.160194	1.645517	
1161.165049	8.707939	5.256203	1.161165	1.656698	
1162.135922	8.707939	5.256203	1.162136	1.656698	
1163.106796	8.731110	5.256203	1.163107	1.661106	
1164.077670	8.731110	5.256203	1.164078	1.661106	
1165.048544	8.754280	5.256203	1.165049	1.665514	
1166.019417	8.754280	5.277835	1.166019	1.658688	
1166.990291	8.754280	5.267019	1.166990	1.662094	
1167.961165	8.765866	5.277835	1.167961	1.660883	
1168.932039	8.789036	5.267019	1.168932	1.668693	
1169.902913	8.789036	5.288652	1.169903	1.661867	
1170.873786	8.789036	5.288652	1.170874	1.661867	
1171.844660	8.800621	5.299468	1.171845	1.660661	
1172.815534	8.777451	5.310284	1.172816	1.652916	
1173.786408	8.789036	5.299468	1.173786	1.658475	
1174.757282	8.777451	5.288652	1.174757	1.659677	
1175.728155	8.754280	5.310284	1.175728	1.648552	
1176.699029	8.742695	5.288652	1.176699	1.653105	
1177.669903	8.731110	5.267019	1.177670	1.657695	
1178.640777	8.696354	5.267019	1.178641	1.651096	
1179.611650	8.684769	5.267019	1.179612	1.648896	
1180.582524	8.661598	5.245387	1.180583	1.651279	
1181.553398	8.650013	5.267019	1.181553	1.642298	
1182.524272	8.638428	5.245387	1.182524	1.646862	
1183.495146	8.603672	5.245387	1.183495	1.640236	
1184.466019	8.615257	5.245387	1.184466	1.642445	
1185.436893	8.615257	5.267019	1.185437	1.635699	
1186.407767	8.638428	5.267019	1.186408	1.640098	
1187.378641	8.638428	5.277835	1.187379	1.636737	
1188.349515	8.638428	5.277835	1.188350	1.636737	
1189.320388	8.638428	5.277835	1.189320	1.636737	
1190.291262	8.626843	5.277835	1.190291	1.634542	
1191.262136	8.661598	5.277835	1.191262	1.641127	
1192.233010	8.650013	5.288652	1.192233	1.635580	
1193.203883	8.650013	5.277835	1.193204	1.638932	
1194.174757	8.650013	5.267019	1.194175	1.642298	
1195.145631	8.650013	5.267019	1.195146	1.642298	
1196.116505	8.673184	5.267019	1.196117	1.646697	
1197.087379	8.684769	5.256203	1.197087	1.652289	
1198.058252	8.696354	5.256203	1.198058	1.654494	
1199.029126	8.731110	5.245387	1.199029	1.664531	
1200.000000	8.754280	5.256203	1.200000	1.665514	
1200.970874	8.789036	5.256203	1.200971	1.672126	
1201.941748	8.789036	5.256203	1.201942	1.672126	
1202.912621	8.858548	5.256203	1.202913	1.685351	
1203.883495	8.870133	5.256203	1.203883	1.687555	
1204.854369	8.881718	5.256203	1.204854	1.689759	
1205.825243	8.893303	5.267019	1.205825	1.688489	
1206.796117	8.904889	5.277835	1.206796	1.687224	
1207.766990	8.881718	5.288652	1.207767	1.679392	
1208.737864	8.893303	5.288652	1.208738	1.681582	
1209.708738	8.870133	5.277835	1.209709	1.680638	
1210.679612	8.846962	5.288652	1.210680	1.672820	
1211.650485	8.835377	5.277835	1.211650	1.674053	
1212.621359	8.835377	5.277835	1.212621	1.674053	
1213.592233	8.823792	5.267019	1.213592	1.675291	
1214.563107	8.812207	5.277835	1.214563	1.669663	
1215.533981	8.823792	5.267019	1.215534	1.675291	
1216.504854	8.823792	5.245387	1.216505	1.682200	
1217.475728	8.835377	5.267019	1.217476	1.677491	
1218.446602	8.870133	5.267019	1.218447	1.684090	
1219.417476	8.870133	5.256203	1.219417	1.687555	
1220.388350	8.858548	5.267019	1.220388	1.681890	
1221.359223	8.835377	5.267019	1.221359	1.677491	
1222.330097	8.835377	5.256203	1.222330	1.680943	
1223.300971	8.823792	5.245387	1.223301	1.682200	
1224.271845	8.812207	5.277835	1.224272	1.669663	
1225.242718	8.777451	5.277835	1.225243	1.663078	
1226.213592	8.777451	5.277835	1.226214	1.663078	
1227.184466	8.777451	5.234571	1.227184	1.676823	
1228.155340	8.731110	5.267019	1.228155	1.657695	
1229.126214	8.742695	5.277835	1.229126	1.656493	
1230.097087	8.754280	5.288652	1.230097	1.655295	
1231.067961	8.754280	5.277835	1.231068	1.658688	
1232.038835	8.754280	5.267019	1.232039	1.662094	
1233.009709	8.765866	5.256203	1.233010	1.667718	
1233.980583	8.789036	5.267019	1.233981	1.668693	
1234.951456	8.789036	5.256203	1.234951	1.672126	
1235.922330	8.789036	5.256203	1.235922	1.672126	
1236.893204	8.800621	5.267019	1.236893	1.670892	
1237.864078	8.777451	5.256203	1.237864	1.669922	
1238.834951	8.777451	5.267019	1.238835	1.666493	
1239.805825	8.777451	5.256203	1.239806	1.669922	
1240.776699	8.754280	5.256203	1.240777	1.665514	
1241.747573	8.731110	5.256203	1.241748	1.661106	
1242.718447	8.742695	5.256203	1.242718	1.663310	
1243.689320	8.719525	5.223755	1.243689	1.669206	
1244.660194	8.742695	5.245387	1.244660	1.666740	
1245.631068	8.765866	5.245387	1.245631	1.671157	
1246.601942	8.765866	5.223755	1.246602	1.678078	
1247.572816	8.800621	5.256203	1.247573	1.674331	
1248.543689	8.812207	5.223755	1.248544	1.686949	
1249.514563	8.812207	5.234571	1.249515	1.683463	
1250.485437	8.812207	5.234571	1.250485	1.683463	
1251.456311	8.812207	5.256203	1.251456	1.676535	
1252.427184	8.812207	5.256203	1.252427	1.676535	
1253.398058	8.800621	5.245387	1.253398	1.677783	
1254.368932	8.789036	5.267019	1.254369	1.668693	
1255.339806	8.765866	5.256203	1.255340	1.667718	
1256.310680	8.754280	5.256203	1.256311	1.665514	
1257.281553	8.742695	5.256203	1.257282	1.663310	
1258.252427	8.754280	5.245387	1.258252	1.668948	
1259.223301	8.754280	5.223755	1.259223	1.675860	
1260.194175	8.742695	5.223755	1.260194	1.673642	
1261.165049	8.765866	5.234571	1.261165	1.674610	
1262.135922	8.754280	5.212939	1.262136	1.679337	
1263.106796	8.765866	5.212939	1.263107	1.681559	
1264.077670	8.742695	5.212939	1.264078	1.677115	
1265.048544	8.754280	5.212939	1.265049	1.679337	
1266.019417	8.765866	5.245387	1.266019	1.671157	
1266.990291	8.754280	5.212939	1.266990	1.679337	
1267.961165	8.754280	5.223755	1.267961	1.675860	
1268.932039	8.742695	5.223755	1.268932	1.673642	
1269.902913	8.731110	5.223755	1.269903	1.671424	
1270.873786	8.742695	5.245387	1.270874	1.666740	
1271.844660	8.731110	5.234571	1.271845	1.667970	
1272.815534	8.742695	5.245387	1.272816	1.666740	
1273.786408	8.754280	5.256203	1.273786	1.665514	
1274.757282	8.777451	5.234571	1.274757	1.676823	
1275.728155	8.800621	5.245387	1.275728	1.677783	
1276.699029	8.800621	5.223755	1.276699	1.684731	
1277.669903	8.800621	5.223755	1.277670	1.684731	
1278.640777	8.823792	5.234571	1.278641	1.685676	
1279.611650	8.846962	5.202123	1.279612	1.700645	
1280.582524	8.823792	5.202123	1.280583	1.696191	
1281.553398	8.823792	5.191306	1.281553	1.699725	
1282.524272	8.835377	5.202123	1.282524	1.698418	
1283.495146	8.812207	5.234571	1.283495	1.683463	
1284.466019	8.800621	5.223755	1.284466	1.684731	
1285.436893	8.777451	5.223755	1.285437	1.680295	
1286.407767	8.777451	5.234571	1.286408	1.676823	
1287.378641	8.777451	5.223755	1.287379	1.680295	
1288.349515	8.765866	5.223755	1.288350	1.678078	
1289.320388	8.765866	5.245387	1.289320	1.671157	
1290.291262	8.777451	5.245387	1.290291	1.673366	
1291.262136	8.765866	5.256203	1.291262	1.667718	
1292.233010	8.777451	5.256203	1.292233	1.669922	
1293.203883	8.789036	5.223755	1.293204	1.682513	
1294.174757	8.777451	5.223755	1.294175	1.680295	
1295.145631	8.800621	5.234571	1.295146	1.681250	
1296.116505	8.789036	5.202123	1.296117	1.689510	
1297.087379	8.777451	5.212939	1.297087	1.683782	
1298.058252	8.765866	5.202123	1.298058	1.685056	
1299.029126	8.765866	5.191306	1.299029	1.688566	
1300.000000	8.742695	5.191306	1.300000	1.684103	
1300.970874	8.742695	5.158858	1.300971	1.694696	
1301.941748	8.765866	5.202123	1.301942	1.685056	
1302.912621	8.731110	5.212939	1.302913	1.674892	
1303.883495	8.765866	5.223755	1.303883	1.678078	
1304.854369	8.754280	5.212939	1.304854	1.679337	
1305.825243	8.754280	5.234571	1.305825	1.672397	
1306.796117	8.754280	5.212939	1.306796	1.679337	
1307.766990	8.754280	5.245387	1.307767	1.668948	
1308.737864	8.742695	5.245387	1.308738	1.666740	
1309.708738	8.731110	5.245387	1.309709	1.664531	
1310.679612	8.731110	5.267019	1.310680	1.657695	
1311.650485	8.719525	5.245387	1.311650	1.662322	
1312.621359	8.707939	5.234571	1.312621	1.663544	
1313.592233	8.707939	5.223755	1.313592	1.666989	
1314.563107	8.684769	5.223755	1.314563	1.662553	
1315.533981	8.684769	5.202123	1.315534	1.669466	
1316.504854	8.673184	5.191306	1.316505	1.670713	
1317.475728	8.684769	5.202123	1.317476	1.669466	
1318.446602	8.696354	5.212939	1.318447	1.668225	
1319.417476	8.719525	5.202123	1.319417	1.676147	
1320.388350	8.707939	5.212939	1.320388	1.670447	
1321.359223	8.719525	5.223755	1.321359	1.669206	
1322.330097	8.731110	5.234571	1.322330	1.667970	
1323.300971	8.765866	5.234571	1.323301	1.674610	
1324.271845	8.754280	5.223755	1.324272	1.675860	
1325.242718	8.754280	5.245387	1.325243	1.668948	
1326.213592	8.765866	5.234571	1.326214	1.674610	
1327.184466	8.742695	5.245387	1.327184	1.666740	
1328.155340	8.742695	5.256203	1.328155	1.663310	
1329.126214	8.742695	5.256203	1.329126	1.663310	
1330.097087	8.742695	5.245387	1.330097	1.666740	
1331.067961	8.719525	5.223755	1.331068	1.669206	
1332.038835	8.731110	5.245387	1.332039	1.664531	
1333.009709	8.707939	5.212939	1.333010	1.670447	
1333.980583	8.696354	5.212939	1.333981	1.668225	
1334.951456	8.742695	5.234571	1.334951	1.670184	
1335.922330	8.742695	5.212939	1.335922	1.677115	
1336.893204	8.754280	5.202123	1.336893	1.682829	
1337.864078	8.777451	5.191306	1.337864	1.690798	
1338.834951	8.765866	5.223755	1.338835	1.678078	
1339.805825	8.754280	5.180490	1.339806	1.689856	
1340.776699	8.765866	5.223755	1.340777	1.678078	
1341.747573	8.754280	5.212939	1.341748	1.679337	
1342.718447	8.719525	5.223755	1.342718	1.669206	
1343.689320	8.719525	5.223755	1.343689	1.669206	
1344.660194	8.707939	5.223755	1.344660	1.666989	
1345.631068	8.696354	5.245387	1.345631	1.657905	
1346.601942	8.707939	5.212939	1.346602	1.670447	
1347.572816	8.696354	5.234571	1.347573	1.661331	
1348.543689	8.684769	5.212939	1.348544	1.666002	
1349.514563	8.707939	5.234571	1.349515	1.663544	
1350.485437	8.731110	5.234571	1.350485	1.667970	
1351.456311	8.731110	5.223755	1.351456	1.671424	
1352.427184	8.765866	5.223755	1.352427	1.678078	
1353.398058	8.754280	5.212939	1.353398	1.679337	
1354.368932	8.754280	5.223755	1.354369	1.675860	
1355.339806	8.754280	5.234571	1.355340	1.672397	
1356.310680	8.754280	5.212939	1.356311	1.679337	
1357.281553	8.707939	5.223755	1.357282	1.666989	
1358.252427	8.696354	5.234571	1.358252	1.661331	
1359.223301	8.696354	5.212939	1.359223	1.668225	
1360.194175	8.661598	5.212939	1.360194	1.661558	
1361.165049	8.638428	5.212939	1.361165	1.657113	
1362.135922	8.626843	5.223755	1.362136	1.651464	
1363.106796	8.603672	5.212939	1.363107	1.650446	
1364.077670	8.650013	5.212939	1.364078	1.659335	
1365.048544	8.661598	5.212939	1.365049	1.661558	
1366.019417	8.673184	5.223755	1.366019	1.660335	
1366.990291	8.719525	5.234571	1.366990	1.665757	
1367.961165	8.731110	5.212939	1.367961	1.674892	
1368.932039	8.742695	5.245387	1.368932	1.666740	
1369.902913	8.742695	5.234571	1.369903	1.670184	
1370.873786	8.742695	5.223755	1.370874	1.673642	
1371.844660	8.754280	5.212939	1.371845	1.679337	
1372.815534	8.742695	5.245387	1.372816	1.666740	
1373.786408	8.719525	5.202123	1.373786	1.676147	
1374.757282	8.731110	5.191306	1.374757	1.681871	
1375.728155	8.719525	5.212939	1.375728	1.672670	
1376.699029	8.707939	5.202123	1.376699	1.673920	
1377.669903	8.707939	5.202123	1.377670	1.673920	
1378.640777	8.707939	5.180490	1.378641	1.680910	
1379.611650	8.731110	5.180490	1.379612	1.685383	
1380.582524	8.719525	5.158858	1.380583	1.690204	
1381.553398	8.731110	5.191306	1.381553	1.681871	
1382.524272	8.742695	5.202123	1.382524	1.680602	
1383.495146	8.742695	5.180490	1.383495	1.687619	
1384.466019	8.754280	5.202123	1.384466	1.682829	
1385.436893	8.754280	5.202123	1.385437	1.682829	
1386.407767	8.765866	5.223755	1.386408	1.678078	
1387.378641	8.742695	5.212939	1.387379	1.677115	
1388.349515	8.742695	5.212939	1.388350	1.677115	
1389.320388	8.719525	5.223755	1.389320	1.669206	
1390.291262	8.707939	5.245387	1.390291	1.660114	
1391.262136	8.696354	5.212939	1.391262	1.668225	
1392.233010	8.707939	5.223755	1.392233	1.666989	
1393.203883	8.707939	5.202123	1.393204	1.673920	
1394.174757	8.684769	5.180490	1.394175	1.676438	
1395.145631	8.707939	5.180490	1.395146	1.680910	
1396.116505	8.684769	5.148042	1.396117	1.687004	
1397.087379	8.696354	5.180490	1.397087	1.678674	
1398.058252	8.719525	5.169674	1.398058	1.686668	
1399.029126	8.684769	5.180490	1.399029	1.676438	
1400.000000	8.731110	5.169674	1.400000	1.688909	
1400.970874	8.684769	5.191306	1.400971	1.672945	
1401.941748	8.673184	5.169674	1.401942	1.677704	
1402.912621	8.673184	5.212939	1.402913	1.663780	
1403.883495	8.696354	5.223755	1.403883	1.664771	
1404.854369	8.684769	5.212939	1.404854	1.666002	
1405.825243	8.707939	5.234571	1.405825	1.663544	
1406.796117	8.707939	5.223755	1.406796	1.666989	
1407.766990	8.707939	5.234571	1.407767	1.663544	
1408.737864	8.731110	5.223755	1.408738	1.671424	
1409.708738	8.731110	5.212939	1.409709	1.674892	
1410.679612	8.754280	5.202123	1.410680	1.682829	
1411.650485	8.742695	5.202123	1.411650	1.680602	
1412.621359	8.765866	5.180490	1.412621	1.692092	
1413.592233	8.742695	5.180490	1.413592	1.687619	
1414.563107	8.754280	5.158858	1.414563	1.696942	
1415.533981	8.754280	5.158858	1.415534	1.696942	
1416.504854	8.765866	5.158858	1.416505	1.699187	
1417.475728	8.754280	5.158858	1.417476	1.696942	
1418.446602	8.731110	5.148042	1.418447	1.696006	
1419.417476	8.754280	5.180490	1.419417	1.689856	
1420.388350	8.719525	5.191306	1.420388	1.679640	
1421.359223	8.731110	5.212939	1.421359	1.674892	
1422.330097	8.731110	5.212939	1.422330	1.674892	
1423.300971	8.731110	5.212939	1.423301	1.674892	
1424.271845	8.731110	5.223755	1.424272	1.671424	
1425.242718	8.754280	5.223755	1.425243	1.675860	
1426.213592	8.754280	5.223755	1.426214	1.675860	
1427.184466	8.754280	5.212939	1.427184	1.679337	
1428.155340	8.731110	5.212939	1.428155	1.674892	
1429.126214	8.731110	5.202123	1.429126	1.678374	
1430.097087	8.731110	5.191306	1.430097	1.681871	
1431.067961	8.719525	5.169674	1.431068	1.686668	
1432.038835	8.742695	5.148042	1.432039	1.698256	
1433.009709	8.731110	5.169674	1.433010	1.688909	
1433.980583	8.754280	5.169674	1.433981	1.693391	
1434.951456	8.731110	5.148042	1.434951	1.696006	
1435.922330	8.765866	5.158858	1.435922	1.699187	
1436.893204	8.765866	5.180490	1.436893	1.692092	
1437.864078	8.789036	5.191306	1.437864	1.693030	
1438.834951	8.789036	5.202123	1.438835	1.689510	
1439.805825	8.800621	5.191306	1.439806	1.695261	
1440.776699	8.789036	5.212939	1.440777	1.686004	
1441.747573	8.835377	5.212939	1.441748	1.694894	
1442.718447	8.846962	5.234571	1.442718	1.690103	
1443.689320	8.823792	5.202123	1.443689	1.696191	
1444.660194	8.823792	5.202123	1.444660	1.696191	
1445.631068	8.789036	5.212939	1.445631	1.686004	
1446.601942	8.777451	5.202123	1.446602	1.687283	
1447.572816	8.789036	5.202123	1.447573	1.689510	
1448.543689	8.777451	5.202123	1.448544	1.687283	
1449.514563	8.777451	5.180490	1.449515	1.694328	
1450.485437	8.789036	5.169674	1.450485	1.700114	
1451.456311	8.777451	5.158858	1.451456	1.701433	
1452.427184	8.777451	5.180490	1.452427	1.694328	
1453.398058	8.777451	5.158858	1.453398	1.701433	
1454.368932	8.777451	5.169674	1.454369	1.697873	
1455.339806	8.800621	5.169674	1.455340	1.702355	
1456.310680	8.800621	5.180490	1.456311	1.698801	
1457.281553	8.812207	5.191306	1.457282	1.697493	
1458.252427	8.800621	5.202123	1.458252	1.691737	
1459.223301	8.823792	5.191306	1.459223	1.699725	
1460.194175	8.800621	5.212939	1.460194	1.688227	
1461.165049	8.789036	5.202123	1.461165	1.689510	
1462.135922	8.754280	5.191306	1.462136	1.686335	
1463.106796	8.754280	5.202123	1.463107	1.682829	
1464.077670	8.742695	5.202123	1.464078	1.680602	
1465.048544	8.754280	5.202123	1.465049	1.682829	
1466.019417	8.742695	5.202123	1.466019	1.680602	
1466.990291	8.742695	5.191306	1.466990	1.684103	
1467.961165	8.754280	5.191306	1.467961	1.686335	
1468.932039	8.742695	5.169674	1.468932	1.691150	
1469.902913	8.754280	5.169674	1.469903	1.693391	
1470.873786	8.765866	5.180490	1.470874	1.692092	
1471.844660	8.754280	5.169674	1.471845	1.693391	
1472.815534	8.777451	5.169674	1.472816	1.697873	
1473.786408	8.789036	5.158858	1.473786	1.703679	
1474.757282	8.789036	5.180490	1.474757	1.696565	
1475.728155	8.789036	5.180490	1.475728	1.696565	
1476.699029	8.812207	5.158858	1.476699	1.708170	
1477.669903	8.812207	5.180490	1.477670	1.701037	
1478.640777	8.812207	5.191306	1.478641	1.697493	
1479.611650	8.812207	5.180490	1.479612	1.701037	
1480.582524	8.800621	5.191306	1.480583	1.695261	
1481.553398	8.800621	5.191306	1.481553	1.695261	
1482.524272	8.823792	5.191306	1.482524	1.699725	
1483.495146	8.812207	5.212939	1.483495	1.690449	
1484.466019	8.846962	5.180490	1.484466	1.707746	
1485.436893	8.846962	5.180490	1.485437	1.707746	
1486.407767	8.858548	5.191306	1.486408	1.706420	
1487.378641	8.870133	5.191306	1.487379	1.708651	
1488.349515	8.858548	5.169674	1.488350	1.713560	
1489.320388	8.881718	5.169674	1.489320	1.718042	
1490.291262	8.881718	5.180490	1.490291	1.714455	
1491.262136	8.858548	5.180490	1.491262	1.709982	
1492.233010	8.846962	5.169674	1.492233	1.711319	
1493.203883	8.846962	5.180490	1.493204	1.707746	
1494.174757	8.823792	5.180490	1.494175	1.703274	
1495.145631	8.812207	5.180490	1.495146	1.701037	
1496.116505	8.800621	5.148042	1.496117	1.709508	
1497.087379	8.812207	5.158858	1.497087	1.708170	
1498.058252	8.789036	5.158858	1.498058	1.703679	
1499.029126	8.800621	5.158858	1.499029	1.705924	
1500.000000	8.777451	5.169674	1.500000	1.697873	
1500.970874	8.765866	5.169674	1.500971	1.695632	
1501.941748	8.800621	5.180490	1.501942	1.698801	
1502.912621	8.777451	5.180490	1.502913	1.694328	
1503.883495	8.789036	5.169674	1.503883	1.700114	
1504.854369	8.789036	5.180490	1.504854	1.696565	
1505.825243	8.789036	5.180490	1.505825	1.696565	
1506.796117	8.789036	5.169674	1.506796	1.700114	
1507.766990	8.789036	5.158858	1.507767	1.703679	
1508.737864	8.777451	5.169674	1.508738	1.697873	
1509.708738	8.765866	5.169674	1.509709	1.695632	
1510.679612	8.765866	5.137226	1.510680	1.706342	
1511.650485	8.754280	5.148042	1.511650	1.700507	
1512.621359	8.742695	5.148042	1.512621	1.698256	
1513.592233	8.754280	5.148042	1.513592	1.700507	
1514.563107	8.742695	5.137226	1.514563	1.701832	
1515.533981	8.731110	5.137226	1.515534	1.699577	
1516.504854	8.742695	5.148042	1.516505	1.698256	
1517.475728	8.754280	5.148042	1.517476	1.700507	
1518.446602	8.765866	5.158858	1.518447	1.699187	
1519.417476	8.777451	5.158858	1.519417	1.701433	
1520.388350	8.800621	5.158858	1.520388	1.705924	
1521.359223	8.812207	5.180490	1.521359	1.701037	
1522.330097	8.823792	5.191306	1.522330	1.699725	
1523.300971	8.835377	5.169674	1.523301	1.709078	
1524.271845	8.870133	5.180490	1.524272	1.712219	
1525.242718	8.858548	5.180490	1.525243	1.709982	
1526.213592	8.812207	5.191306	1.526214	1.697493	
1527.184466	8.823792	5.180490	1.527184	1.703274	
1528.155340	8.835377	5.158858	1.528155	1.712661	
1529.126214	8.812207	5.148042	1.529126	1.711759	
1530.097087	8.789036	5.148042	1.530097	1.707258	
1531.067961	8.789036	5.126410	1.531068	1.714462	
1532.038835	8.777451	5.126410	1.532039	1.712202	
1533.009709	8.754280	5.126410	1.533010	1.707683	
1533.980583	8.789036	5.126410	1.533981	1.714462	
1534.951456	8.765866	5.137226	1.534951	1.706342	
1535.922330	8.777451	5.148042	1.535922	1.705008	
1536.893204	8.765866	5.169674	1.536893	1.695632	
1537.864078	8.800621	5.191306	1.537864	1.695261	
1538.834951	8.800621	5.180490	1.538835	1.698801	
1539.805825	8.823792	5.202123	1.539806	1.696191	
1540.776699	8.823792	5.180490	1.540777	1.703274	
1541.747573	8.823792	5.191306	1.541748	1.699725	
1542.718447	8.812207	5.191306	1.542718	1.697493	
1543.689320	8.823792	5.180490	1.543689	1.703274	
1544.660194	8.846962	5.169674	1.544660	1.711319	
1545.631068	8.846962	5.158858	1.545631	1.714907	
1546.601942	8.846962	5.180490	1.546602	1.707746	
1547.572816	8.846962	5.148042	1.547573	1.718510	
1548.543689	8.835377	5.137226	1.548544	1.719873	
1549.514563	8.881718	5.148042	1.549515	1.725261	
1550.485437	8.835377	5.126410	1.550485	1.723502	
1551.456311	8.858548	5.115594	1.551456	1.731675	
1552.427184	8.846962	5.115594	1.552427	1.729411	
1553.398058	8.846962	5.115594	1.553398	1.729411	
1554.368932	8.846962	5.126410	1.554369	1.725762	
1555.339806	8.846962	5.158858	1.555340	1.714907	
1556.310680	8.846962	5.148042	1.556311	1.718510	
1557.281553	8.858548	5.158858	1.557282	1.717153	
1558.252427	8.858548	5.180490	1.558252	1.709982	
1559.223301	8.835377	5.169674	1.559223	1.709078	
1560.194175	8.812207	5.191306	1.560194	1.697493	
1561.165049	8.812207	5.169674	1.561165	1.704596	
1562.135922	8.812207	5.191306	1.562136	1.697493	
1563.106796	8.823792	5.158858	1.563107	1.710416	
1564.077670	8.835377	5.169674	1.564078	1.709078	
1565.048544	8.800621	5.158858	1.565049	1.705924	
1566.019417	8.812207	5.137226	1.566019	1.715363	
1566.990291	8.823792	5.126410	1.566990	1.721242	
1567.961165	8.823792	5.126410	1.567961	1.721242	
1568.932039	8.823792	5.115594	1.568932	1.724881	
1569.902913	8.823792	5.137226	1.569903	1.717618	
1570.873786	8.823792	5.093961	1.570874	1.732206	
1571.844660	8.800621	5.126410	1.571845	1.716722	
1572.815534	8.812207	5.158858	1.572816	1.708170	
1573.786408	8.800621	5.137226	1.573786	1.713108	
1574.757282	8.789036	5.158858	1.574757	1.703679	
1575.728155	8.777451	5.169674	1.575728	1.697873	
1576.699029	8.800621	5.180490	1.576699	1.698801	
1577.669903	8.765866	5.169674	1.577670	1.695632	
1578.640777	8.777451	5.158858	1.578641	1.701433	
1579.611650	8.777451	5.169674	1.579612	1.697873	
1580.582524	8.812207	5.158858	1.580583	1.708170	
1581.553398	8.812207	5.158858	1.581553	1.708170	
1582.524272	8.812207	5.169674	1.582524	1.704596	
