Déplacement en Z corrigé (µm)	Effort normal (mN)
210,752294	-0,042832
210,827558	-0,0212
210,892925	-0,032016
210,961322	-0,032016
211,016523	-0,042832
211,074755	-0,0212
211,122552	-0,010383
211,157422	0,000433
211,201921	0,000433
211,232955	0,000433
211,267287	0,011249
211,291724	0,000433
211,322489	0,022065
211,349955	0,000433
211,374123	0,000433
211,415053	-0,0212
211,44252	0,022065
211,473554	0,000433
211,510917	-0,010383
211,548548	-0,010383
211,576283	-0,032016
211,624081	-0,032016
211,661981	-0,042832
211,716645	-0,053648
211,764711	-0,042832
211,822943	-0,042832
211,884742	-0,0212
211,943242	-0,032016
212,005041	-0,042832
212,080574	-0,0212
212,152807	-0,032016
212,214875	-0,010383
212,297274	0,000433
212,379404	0,011249
212,444771	-0,032016
212,523602	-0,0212
212,588969	0,000433
212,660934	0,000433
212,716135	-0,010383
212,777935	-0,032016
212,839196	0,000433
212,880664	-0,032016
212,925163	-0,032016
212,966362	-0,0212
212,997128	-0,032016
213,017996	-0,032016
213,02843	0,011249
213,045731	-0,032016
213,066331	-0,010383
213,086931	-0,010383
213,111098	-0,010383
213,134997	-0,010383
213,162732	-0,010383
213,210529	0,000433
213,251728	-0,010383
213,306392	0,000433
213,348129	-0,0212
213,423393	-0,010383
213,495357	-0,0212
213,564023	-0,010383
213,639287	-0,032016
213,714819	-0,053648
213,786784	-0,064464
213,858749	-0,042832
213,924115	-0,010383
213,992781	-0,042832
214,047983	-0,053648
214,119947	-0,032016
214,178179	-0,053648
214,226514	-0,0212
214,291612	-0,010383
214,339947	-0,010383
214,39158	0,011249
214,429481	-0,010383
214,497609	0,000433
214,549243	0,000433
214,583844	0,011249
214,625044	-0,0212
214,669542	-0,010383
214,731073	-0,010383
214,769242	-0,032016
214,820338	-0,032016
214,861538	-0,032016
214,892572	-0,010383
214,93707	-0,032016
214,978269	-0,042832
215,006273	-0,042832
215,053802	-0,010383
215,088403	-0,0212
215,129603	-0,032016
215,177669	-0,010383
215,218868	0,011249
215,273801	0,011249
215,318568	0,011249
215,3768	0,011249
215,428433	-0,010383
215,489964	0,000433
215,541598	-0,010383
215,599829	0,000433
215,651463	-0,010383
215,712993	-0,042832
215,760791	-0,032016
215,819022	-0,032016
215,867357	-0,032016
215,905526	-0,042832
215,956622	-0,010383
216,007987	-0,0212
216,056322	-0,010383
216,110986	0,000433
216,149155	-0,010383
216,187056	0,011249
216,235122	0,022065
216,283457	0,022065
216,338121	0,022065
216,382888	0,011249
216,43782	0,022065
216,489454	0,000433
216,554283	-0,010383
216,605917	0,000433
216,667716	0,011249
216,74298	-0,0212
216,797913	-0,010383
216,852845	-0,0212
216,894313	-0,0212
216,955844	-0,0212
217,000342	-0,0212
217,048408	-0,032016
217,072844	0,000433
217,124209	0,000433
217,175574	-0,010383
217,210176	-0,010383
217,244778	-0,010383
217,27911	-0,010383
217,327176	0,011249
217,382109	0,000433
217,436773	0,000433
217,48154	-0,010383
217,532905	-0,032016
217,591405	-0,0212
217,649637	-0,0212
217,721333	-0,0212
217,779833	-0,0212
217,841632	-0,0212
217,903431	-0,010383
217,96853	-0,032016
218,020432	-0,042832
218,078664	-0,032016
218,130297	-0,0212
218,175064	-0,0212
218,233296	0,000433
218,281631	0,000433
218,326398	0,000433
218,360731	0,011249
218,40193	0,000433
218,453295	0,011249
218,491196	0,000433
218,532126	-0,010383
218,576625	-0,010383
218,614525	-0,032016
218,659292	-0,0212
218,724122	-0,0212
218,762022	-0,0212
218,806521	-0,032016
218,854587	-0,0212
218,895786	-0,032016
218,943852	-0,032016
218,988351	-0,0212
219,019653	-0,032016
219,067719	0,000433
219,119084	-0,032016
219,174017	-0,010383
219,22895	-0,010383
219,277016	0,011249
219,332217	-0,010383
219,390449	0,022065
219,445381	0,022065
219,503613	0,011249
219,57201	0,011249
219,623643	-0,010383
219,678576	-0,0212
219,726642	-0,0212
219,781575	-0,042832
219,829641	-0,032016
219,874408	-0,032016
219,922205	-0,032016
219,966704	-0,0212
220,004604	-0,0212
220,049371	-0,010383
220,090571	-0,010383
220,118306	0,011249
220,159505	-0,010383
220,207571	0,011249
220,245472	0,000433
220,296837	-0,0212
220,334737	0,000433
220,392969	-0,0212
220,4512	0,022065
220,506133	-0,010383
220,567664	0,000433
220,626164	-0,0212
220,687963	0,000433
220,742896	-0,0212
220,801127	-0,0212
220,852761	-0,0212
220,904126	-0,0212
220,952192	-0,032016
220,996959	0,000433
221,048324	-0,0212
221,086493	0,011249
221,137589	0,011249
221,172191	0,000433
221,220257	-0,010383
221,254859	0,000433
221,309523	0,011249
221,340825	0,022065
221,388891	-0,010383
221,43339	0,000433
221,481456	-0,010383
221,542986	-0,010383
221,594351	-0,032016
221,642417	-0,0212
221,703948	-0,0212
221,748715	-0,0212
221,803647	-0,042832
221,851714	-0,0212
221,903347	-0,010383
221,951413	-0,0212
222,009914	-0,042832
222,05798	-0,0212
222,106314	-0,0212
222,167845	0,000433
222,223046	-0,010383
222,274411	0,022065
222,335942	0,000433
222,391143	0,011249
222,45954	0,000433
222,508144	0,000433
222,572973	-0,010383
222,624607	-0,010383
222,686137	0,000433
222,720739	-0,010383
222,768536	-0,0212
222,809735	-0,032016
222,850935	-0,0212
222,885268	-0,0212
222,929766	-0,032016
222,961069	-0,0212
223,008866	-0,032016
223,033302	-0,0212
223,074502	-0,010383
223,125867	0,000433
223,170365	-0,010383
223,215132	0,000433
223,259899	0,000433
223,311533	0,000433
223,369496	0,011249
223,42113	0,011249
223,479361	0,000433
223,548027	-0,032016
223,609557	-0,010383
223,661191	-0,032016
223,72299	-0,042832
223,784789	-0,010383
223,84632	-0,042832
223,894655	-0,053648
223,953155	-0,032016
224,011386	-0,032016
224,06605	-0,010383
224,114385	0,000433
224,169318	0,000433
224,217653	-0,010383
224,269018	0,011249
224,314053	0,000433
224,375584	-0,010383
224,434084	0,022065
224,499182	0,011249
224,554115	0,022065
224,612346	0,000433
224,660412	-0,0212
224,712046	-0,0212
224,763411	-0,0212
224,814776	-0,0212
224,866141	-0,042832
224,904042	-0,032016
224,952108	-0,0212
224,996606	-0,0212
225,041373	-0,042832
225,085871	-0,032016
225,130639	-0,0212
225,168539	0,000433
225,213306	0,022065
225,271538	0,011249
225,316305	0,000433
225,371238	0,011249
225,42617	-0,010383
225,470937	-0,0212
225,532737	0,011249
225,584101	-0,0212
225,642064	-0,0212
225,690399	-0,010383
225,75193	-0,0212
225,803294	-0,042832
225,841464	-0,032016
225,899427	-0,053648
225,957658	-0,032016
225,999126	-0,032016
226,054059	-0,032016
226,095527	-0,0212
226,154027	-0,0212
226,202093	-0,010383
226,260325	0,000433
226,30866	0,000433
226,373758	0,000433
226,431989	0,011249
226,470159	0,000433
226,521524	-0,010383
226,573157	0,000433
226,627821	-0,0212
226,675619	-0,0212
226,723685	-0,042832
226,764884	-0,042832
226,81295	-0,042832
226,860747	-0,042832
226,898648	-0,053648
226,943415	-0,042832
226,984615	-0,053648
227,039278	-0,042832
227,084046	-0,0212
227,121946	-0,0212
227,163414	-0,0212
227,211749	0,000433
227,263114	-0,0212
227,321346	-0,032016
227,372979	0,000433
227,441376	0,011249
227,506474	0,000433
227,55151	0,011249
227,623206	-0,010383
227,685005	-0,0212
227,743506	0,000433
227,808604	-0,032016
227,870134	-0,0212
227,928635	-0,0212
227,990165	-0,0212
228,0385	0,000433
228,086566	-0,0212
228,141498	-0,0212
228,186266	-0,0212
228,227465	0,000433
228,258499	0,011249
228,2964	0,011249
228,337599	0,032881
228,378798	-0,010383
228,409832	0,022065
228,447464	-0,0212
228,485096	-0,010383
228,51613	0,000433
228,563927	0,000433
228,611993	0,000433
228,659791	0,000433
228,70099	-0,0212
228,749056	-0,0212
228,803989	-0,0212
228,86222	-0,032016
228,913854	-0,0212
228,965219	-0,0212
229,023719	-0,010383
229,078921	-0,0212
229,126987	-0,010383
229,181919	0,000433
229,237121	-0,042832
229,291785	-0,010383
229,350016	0,011249
229,395052	0,011249
229,446686	0,000433
229,504917	-0,010383
229,556551	-0,010383
229,618081	0,022065
229,669446	0,000433
229,717781	0,000433
229,775744	-0,0212
229,813644	-0,032016
229,854844	-0,0212
229,909777	-0,0212
229,944378	-0,032016
229,992175	-0,0212
230,033375	0,000433
230,074574	0,000433
230,122909	-0,010383
230,16081	0,011249
230,208876	-0,010383
230,250344	0,000433
230,311606	0,022065
230,356642	0,032881
230,417903	0,043697
230,46267	0,032881
230,514304	0,011249
230,569237	0,011249
230,617303	0,011249
230,665369	-0,010383
230,713166	-0,010383
230,761232	-0,010383
230,809298	-0,0212
230,853797	-0,053648
230,884831	-0,032016
230,92603	-0,032016
230,970797	-0,0212
231,015295	-0,0212
231,060063	0,000433
231,097963	0,011249
231,159225	0,011249
231,211127	0,011249
231,266329	0,000433
231,321261	0,011249
231,386359	-0,010383
231,465191	0,000433
231,533856	0,011249
231,585759	0,000433
231,667889	0,000433
231,736555	-0,010383
231,804952	-0,010383
231,876917	-0,0212
231,942283	-0,010383
231,997216	-0,032016
232,055448	-0,0212
232,107081	0,000433
232,14855	-0,032016
232,196616	0,000433
232,234247	0,000433
232,261982	0,022065
232,30978	0,011249
232,34768	0,032881
232,375415	0,022065
232,406449	0,022065
232,430617	0,032881
232,468248	0,022065
232,509179	0,000433
232,543512	0,000433
232,570978	0,011249
232,618776	-0,0212
232,646242	-0,0212
232,687441	-0,032016
232,73194	-0,0212
232,783036	-0,0212
232,824504	-0,010383
232,87257	-0,0212
232,924204	-0,010383
232,979137	-0,0212
233,034338	-0,010383
233,092838	0,000433
233,161504	-0,010383
233,23017	0,011249
233,302135	0,011249
233,367501	0,000433
233,449632	-0,010383
233,514998	-0,0212
233,580365	-0,0212
233,659197	-0,010383
233,720996	-0,0212
233,786094	0,000433
233,847893	-0,0212
233,906125	-0,0212
233,950892	-0,0212
233,998689	-0,0212
234,029723	-0,0212
234,057458	-0,0212
234,101688	-0,032016
234,119257	-0,032016
234,15359	-0,010383
234,167592	0,000433
234,205224	-0,0212
234,226092	0,000433
234,270591	-0,010383
234,31179	-0,010383
234,342824	0,011249
234,387323	0,000433
234,441986	0,011249
234,490052	0,000433
234,53482	-0,032016
234,592782	-0,032016
234,640848	-0,0212
234,692213	-0,042832
234,750714	-0,042832
234,79878	-0,053648
234,850413	-0,053648
234,915511	-0,053648
234,974012	-0,032016
235,03911	-0,053648
235,09761	-0,032016
235,15611	-0,053648
235,221209	-0,0212
235,27641	-0,032016
235,345076	-0,010383
235,41704	-0,0212
235,482138	0,000433
235,547237	0,011249
235,615902	-0,010383
235,667536	0,000433
235,739501	-0,010383
235,787836	-0,0212
235,856233	-0,032016
235,904299	-0,042832
235,952365	-0,032016
235,993564	-0,032016
236,034764	-0,032016
236,069097	-0,0212
236,106728	-0,032016
236,141061	-0,0212
236,16193	-0,0212
236,186097	-0,0212
236,227028	-0,010383
236,254763	-0,0212
236,292395	0,011249
236,326728	-0,010383
236,361329	0,011249
236,405828	0,011249
236,443728	0,011249
236,495093	-0,010383
236,553056	-0,032016
236,601122	-0,0212
236,645889	-0,032016
236,707419	-0,042832
236,762352	-0,042832
236,813717	-0,042832
236,86865	-0,053648
236,923582	-0,032016
236,971917	-0,042832
237,033448	-0,042832
237,088649	-0,0212
237,157046	-0,032016
237,202082	-0,032016
237,26718	-0,010383
237,322381	-0,010383
237,394346	-0,010383
237,449547	-0,010383
237,501181	-0,010383
237,576445	-0,010383
237,634945	0,000433
237,693176	-0,0212
237,751408	-0,0212
237,816506	-0,042832
237,874738	-0,032016
237,919505	-0,0212
237,967571	-0,0212
238,015637	-0,032016
238,046671	-0,0212
238,091169	-0,010383
238,12907	-0,032016
238,163403	-0,010383
238,197736	-0,010383
238,235636	-0,010383
238,280134	-0,010383
238,311437	0,011249
238,359234	0,011249
238,400703	-0,010383
238,448769	-0,0212
238,496835	-0,0212
238,551499	-0,0212
238,613029	-0,0212
238,664663	-0,032016
238,722894	-0,042832
238,774259	-0,032016
238,829192	-0,032016
238,884125	-0,032016
238,949223	-0,032016
238,990691	-0,032016
239,048922	-0,0212
239,103855	-0,032016
239,15219	-0,032016
239,203555	0,011249
239,251621	-0,010383
239,299956	0,000433
239,354888	0,011249
239,402954	-0,010383
239,457887	0,011249
239,505953	0,000433
239,554019	0,032881
239,605653	0,000433
239,660317	0,011249
239,701516	-0,010383
239,749313	-0,0212
239,79408	0,000433
239,838848	0,000433
239,880047	-0,0212
239,917679	-0,0212
239,955579	-0,032016
239,99348	-0,032016
240,041277	-0,032016
240,075879	-0,010383
240,117078	-0,010383
240,158278	0,000433
240,21321	0,000433
240,254679	0,000433
240,309611	-0,010383
240,364275	0,011249
240,429373	0,000433
240,484306	0,000433
240,546105	0,000433
240,601038	0,000433
240,666136	-0,010383
240,724367	-0,010383
240,782868	-0,032016
240,844667	-0,0212
240,899599	-0,032016
240,954532	-0,0212
241,009465	-0,042832
241,061098	-0,032016
241,112463	-0,0212
241,160529	-0,042832
241,202266	-0,010383
241,250064	-0,010383
241,301697	-0,0212
241,339598	-0,010383
241,394262	0,032881
241,43573	0,000433
241,493961	0,011249
241,532131	-0,0212
241,59696	0,000433
241,648594	0,011249
241,710124	0,000433
241,775222	-0,0212
241,823557	-0,032016
241,87849	-0,032016
241,933154	-0,0212
241,994953	-0,010383
242,046318	-0,042832
242,094384	-0,0212
242,14245	-0,0212
242,183918	-0,0212
242,231984	-0,032016
242,276751	-0,0212
242,317951	0,000433
242,35915	0,011249
242,410515	0,022065
242,451983	-0,010383
242,496482	-0,010383
242,537681	0,000433
242,578881	-0,0212
242,626947	-0,0212
242,685178	-0,032016
242,733244	0,000433
242,787908	-0,032016
242,839542	-0,032016
242,90464	-0,032016
242,956274	-0,010383
243,010938	-0,032016
243,069438	-0,0212
243,121072	-0,042832
243,182602	0,011249
243,227638	0,000433
243,28257	0,000433
243,340802	-0,0212
243,392436	0,000433
243,434173	0,011249
243,492135	0,000433
243,543769	-0,010383
243,608599	0,011249
243,656933	0,000433
243,7017	0,000433
243,753065	-0,0212
243,800863	-0,0212
243,845361	-0,0212
243,886561	-0,010383
243,924461	-0,064464
243,962362	-0,042832
244,013458	-0,032016
244,04806	-0,010383
244,089259	-0,032016
244,130458	-0,0212
244,18869	0,000433
244,233457	-0,0212
244,281792	-0,010383
244,333426	0,000433
244,385059	0,011249
244,449889	0,022065
244,511688	0,000433
244,563322	0,000433
244,624852	0,000433
244,686651	-0,010383
244,738016	-0,010383
244,783052	-0,032016
244,847881	-0,032016
244,902814	-0,042832
244,95088	-0,032016
244,985482	-0,010383
245,047012	-0,032016
245,091779	-0,0212
245,139577	-0,064464
245,164281	-0,0212
245,20878	-0,0212
245,256846	-0,0212
245,31151	0,000433
245,346111	-0,0212
245,384012	0,022065
245,435377	0,000433
245,500475	0,000433
245,54881	0,011249
245,600175	-0,032016
245,655107	-0,0212
245,716638	-0,0212
245,77157	-0,032016
245,826503	-0,0212
245,87127	-0,032016
245,935831	-0,042832
245,984166	-0,032016
246,028933	-0,053648
246,063534	-0,032016
246,118198	-0,0212
246,162965	-0,010383
246,204434	0,000433
246,252231	-0,032016
246,296998	0,011249
246,334899	0,011249
246,379666	0,011249
246,424433	0,000433
246,479097	0,011249
246,520296	0,032881
246,568362	0,000433
246,612861	-0,010383
246,65406	0,011249
246,701857	-0,042832
246,743057	-0,010383
246,787555	-0,0212
246,832322	-0,042832
246,866924	-0,0212
246,921588	-0,032016
246,966355	-0,010383
247,034483	-0,010383
247,07622	-0,0212
247,124286	-0,010383
247,179219	-0,010383
247,227554	0,000433
247,295951	0,011249
247,337688	0,011249
247,406085	0,000433
247,467884	0,022065
247,519518	-0,0212
247,594512	0,022065
247,653013	-0,010383
247,714812	0,000433
247,773043	-0,0212
247,817811	-0,0212
247,876042	-0,0212
247,934274	0,011249
247,979041	-0,0212
248,033705	-0,0212
248,075173	-0,0212
248,11994	-0,010383
248,15784	-0,0212
248,195741	0,022065
248,246837	0,011249
248,274841	0,022065
248,322907	0,011249
248,364107	0,000433
248,408605	0,011249
248,453372	0,000433
248,487974	0,000433
248,545936	0,011249
248,597301	0,000433
248,631903	-0,010383
248,696464	0,000433
248,734633	0,000433
248,785998	-0,042832
248,847528	-0,0212
248,888997	-0,0212
248,940362	-0,0212
248,98183	-0,0212
249,036762	-0,0212
249,094994	-0,010383
249,139761	-0,0212
249,187827	-0,0212
249,239461	-0,010383
249,291095	0,011249
249,346027	-0,032016
249,404259	0,000433
249,452593	0,000433
249,520722	0,000433
249,562459	0,000433
249,627288	-0,0212
249,672055	0,000433
249,726719	-0,0212
249,781652	-0,010383
249,829718	-0,0212
249,874754	-0,042832
249,939583	-0,010383
249,987649	-0,010383
250,035715	-0,0212
250,080482	-0,010383
250,138714	0,000433
250,173584	-0,010383
250,224949	-0,010383
250,269716	0,000433
250,321081	0,000433
250,372446	0,011249
250,417213	0,000433
250,468578	0,011249
250,516644	-0,010383
250,561411	0,011249
250,60591	0,000433
250,657275	0,000433
250,695175	-0,010383
250,743241	-0,010383
250,797636	-0,032016
250,832238	-0,032016
250,880304	-0,032016
250,921504	-0,042832
250,96957	-0,010383
251,017636	-0,0212
251,069269	-0,010383
251,127501	-0,010383
251,182433	-0,010383
251,240934	0,000433
251,296135	0,011249
251,364263	0,000433
251,416166	0,000433
251,477965	0,011249
251,532898	-0,010383
251,580964	0,000433
251,649361	0,000433
251,697696	-0,010383
251,752359	-0,032016
251,79026	-0,0212
251,841625	-0,0212
251,903155	-0,032016
251,941325	-0,0212
251,982524	-0,0212
252,033889	-0,0212
252,078656	-0,0212
252,123423	-0,010383
252,167922	-0,0212
252,215988	0,011249
252,260755	0,000433
252,308821	0,000433
252,353588	0,000433
252,404953	0,000433
252,44972	0,011249
252,511251	0,000433
252,552719	-0,0212
252,61095	0,000433
252,665883	-0,010383
252,724114	-0,010383
252,779047	-0,0212
252,840578	-0,0212
252,89551	-0,0212
252,957309	-0,032016
253,015541	-0,0212
253,060577	-0,0212
253,118808	-0,0212
253,170442	-0,010383
253,225375	0,000433
253,280307	0,022065
253,331941	0,011249
253,376708	0,011249
253,43494	0,011249
253,483006	0,011249
253,520906	0,011249
253,568704	0,000433
253,613471	0,000433
253,65467	-0,010383
253,699168	-0,0212
253,740099	-0,0212
253,778	-0,0212
253,826066	0,000433
253,870564	-0,0212
253,908465	-0,0212
253,956531	-0,042832
254,004597	-0,010383
254,059529	0,000433
254,111163	-0,0212
254,169395	-0,032016
254,207564	0,000433
254,272662	0,000433
254,334461	-0,010383
254,389394	0,000433
254,444327	0,022065
254,509693	0,011249
254,567925	0,011249
254,629455	0,000433
254,670924	0,011249
254,736022	-0,010383
254,784088	0,000433
254,835453	-0,010383
254,883519	0,000433
254,931585	-0,0212
254,976083	-0,010383
255,013984	-0,0212
255,06205	-0,010383
255,103249	-0,010383
255,148016	-0,010383
255,185917	-0,0212
255,220519	0,000433
255,271883	0,022065
255,313083	-0,010383
255,361149	0,000433
255,409215	0,000433
255,457281	0,000433
255,508646	0,032881
255,556712	0,000433
255,614944	0,000433
255,666309	0,000433
255,721241	0,000433
255,769307	-0,010383
255,824509	-0,010383
255,886039	-0,010383
255,940972	-0,010383
256,002502	-0,0212
256,054405	0,000433
256,106038	-0,0212
256,167569	0,011249
256,2258	0,000433
256,277703	-0,010383
256,325769	0,000433
256,384	0,000433
256,421901	0,000433
256,470236	-0,010383
256,521601	0,032881
256,569667	0,022065
256,607298	-0,010383
256,645199	-0,010383
256,706729	-0,010383
256,751497	0,000433
256,795995	-0,010383
256,840762	-0,032016
256,895426	-0,0212
256,94706	-0,0212
256,998425	-0,0212
257,050058	-0,032016
257,098124	-0,010383
257,159924	-0,010383
257,218155	-0,010383
257,259623	0,000433
257,301091	0,000433
257,365921	0,022065
257,403821	0,000433
257,458754	0,000433
257,499953	0,000433
257,538123	0,000433
257,602952	0,011249
257,644152	-0,0212
257,699084	-0,010383
257,74715	-0,010383
257,798515	-0,0212
257,846581	-0,042832
257,887781	-0,032016
257,92898	-0,0212
257,980345	-0,0212
258,02868	-0,032016
258,083344	-0,0212
258,121513	-0,010383
258,172878	-0,010383
258,23111	-0,0212
258,282743	0,011249
258,337676	0,022065
258,392609	0,011249
258,457707	0,000433
258,499444	0,000433
258,557675	0,000433
258,622505	0,022065
258,677437	0,000433
258,73237	-0,010383
258,777137	-0,010383
258,828502	-0,010383
258,883166	-0,0212
258,934799	-0,0212
258,975999	-0,042832
259,024065	-0,032016
259,068563	-0,0212
259,110032	-0,0212
259,158098	0,000433
259,19243	0,000433
259,230331	0,000433
259,264664	0,000433
259,306132	-0,010383
259,353929	-0,010383
259,395129	0,000433
259,436328	0,011249
259,477528	-0,010383
259,529161	0,000433
259,593991	-0,010383
259,638758	-0,010383
259,686824	0,000433
259,751922	-0,010383
259,820319	-0,032016
259,878819	-0,010383
259,930453	-0,0212
259,992252	-0,010383
260,05735	-0,010383
260,115851	-0,010383
260,167484	-0,0212
260,229284	0,000433
260,287515	0,000433
260,332551	0,000433
260,377318	0,000433
260,43555	0,022065
260,486915	0,000433
260,528114	0,000433
260,569314	0,011249
260,597049	0,000433
260,644846	-0,0212
260,689344	0,022065
260,723677	-0,010383
260,75801	0,000433
260,802508	-0,010383
260,836841	-0,010383
260,891505	-0,0212
260,936272	-0,032016
260,98104	-0,010383
261,029106	-0,0212
261,070574	-0,010383
261,125506	0,000433
261,173572	-0,010383
261,228505	-0,010383
261,27987	0,000433
261,341669	0,011249
261,393303	0,022065
261,444937	0,000433
261,506467	0,022065
261,558101	0,032881
261,616332	-0,010383
261,664398	0,000433
261,709165	0,000433
261,767397	-0,0212
261,822061	-0,0212
261,863529	-0,010383
261,914894	-0,0212
261,959661	-0,032016
262,007727	-0,0212
262,055793	-0,0212
262,100292	-0,010383
262,134893	-0,0212
262,182959	0,000433
262,231025	0,000433
262,279091	0,000433
262,32056	-0,010383
262,375223	0,000433
262,430156	-0,0212
262,48179	0,000433
262,533155	0,022065
262,601552	-0,010383
262,650155	-0,042832
262,721851	-0,010383
262,773485	-0,0212
262,838583	-0,0212
262,900382	-0,010383
262,96548	-0,032016
263,023712	-0,032016
263,078913	-0,0212
263,130278	-0,0212
263,175045	0,000433
263,219813	-0,032016
263,271177	0,000433
263,312377	-0,0212
263,350277	-0,0212
263,395045	0,000433
263,432945	-0,010383
263,473876	-0,010383
263,508477	-0,0212
263,553245	-0,0212
263,614506	-0,032016
263,652407	-0,0212
263,700473	-0,032016
263,762003	-0,032016
263,816936	-0,042832
263,875436	0,000433
263,933668	-0,032016
264,005633	-0,0212
264,057266	-0,0212
264,119065	-0,0212
264,184432	-0,0212
264,24953	-0,010383
264,297865	-0,0212
264,359664	0,000433
264,421464	0,000433
264,472829	0,000433
264,524462	0,000433
264,579126	0,022065
264,627461	0,000433
264,662063	0,000433
264,720025	0,000433
264,771122	-0,0212
264,809291	-0,0212
264,853789	-0,032016
264,888122	-0,0212
264,926023	-0,032016
264,960087	-0,0212
264,99442	-0,0212
265,03232	-0,032016
265,07352	-0,042832
265,101255	-0,010383
265,159218	-0,032016
265,197387	0,000433
265,252051	-0,032016
265,306983	0,011249
265,355318	0,011249
265,41355	0,011249
265,475349	0,011249
265,540447	-0,010383
265,602246	0,000433
265,660478	0,022065
265,732711	-0,042832
265,790943	-0,010383
265,845875	-0,0212
265,910973	-0,0212
265,959577	-0,0212
266,01754	-0,0212
266,062307	-0,032016
266,110373	-0,0212
266,158439	-0,032016
266,199638	-0,0212
266,237539	-0,032016
266,282037	-0,032016
266,316639	-0,010383
266,357838	-0,010383
266,399038	-0,010383
266,440237	0,011249
266,481706	0,000433
266,529503	0,032881
266,584435	0,011249
266,632501	0,000433
266,694032	-0,0212
266,748965	0,000433
266,814063	-0,0212
266,865696	-0,010383
266,930795	-0,0212
266,982428	-0,032016
267,037361	-0,0212
267,095592	-0,010383
267,153824	-0,032016
267,191993	-0,010383
267,253524	-0,010383
267,291693	-0,010383
267,356522	0,000433
267,384526	0,000433
267,432592	-0,010383
267,480658	0,022065
267,521858	0,011249
267,576522	0,000433
267,614422	-0,010383
267,65589	0,000433
267,716883	-0,032016
267,748186	-0,0212
267,792684	-0,042832
267,833884	-0,042832
267,875083	-0,042832
267,923149	-0,032016
267,967648	-0,042832
268,012415	-0,0212
268,06378	-0,042832
268,12228	-0,0212
268,180512	-0,0212
268,235444	-0,010383
268,283779	-0,010383
268,352445	-0,010383
268,414244	0,011249
268,469445	0,000433
268,534543	0,000433
268,593312	0,000433
268,66171	0,000433
268,719941	-0,0212
268,788338	0,000433
268,836673	-0,0212
268,898203	-0,032016
268,94297	-0,032016
268,994335	-0,010383
269,038834	-0,0212
269,076734	-0,032016
269,114635	-0,0212
269,155566	-0,032016
269,183301	0,000433
269,2245	-0,010383
269,2657	-0,0212
269,296734	-0,010383
269,337933	-0,010383
269,382431	0,000433
269,420601	-0,0212
269,471966	-0,0212
269,523331	-0,010383
269,581562	0,000433
269,626329	-0,0212
269,698025	-0,010383
269,749659	-0,032016
269,811189	-0,0212
269,872989	-0,010383
269,934788	-0,032016
269,986421	-0,032016
270,044653	-0,032016
270,099854	-0,0212
270,161385	-0,032016
270,20972	-0,010383
270,257786	-0,010383
270,309419	0,000433
270,364352	-0,010383
270,412418	0,000433
270,453886	-0,010383
270,505251	0,000433
270,560184	0,022065
270,601383	-0,010383
270,642583	-0,010383
270,683513	0,011249
270,718115	-0,0212
270,772779	0,000433
270,817277	-0,0212
270,858477	-0,053648
270,886212	-0,053648
270,923844	-0,032016
270,982075	-0,032016
271,026842	-0,032016
271,078207	-0,042832
271,10951	-0,0212
271,167742	-0,0212
271,23284	-0,010383
271,284473	0,011249
271,332539	-0,010383
271,384173	0,000433
271,45257	0,011249
271,507503	0,000433
271,559136	0,011249
271,61077	0,011249
271,672301	-0,010383
271,717068	-0,0212
271,778598	-0,010383
271,816499	-0,0212
271,861266	-0,0212
271,909063	-0,042832
271,950263	-0,053648
271,984596	-0,032016
272,015629	-0,042832
272,060128	-0,032016
272,094729	-0,042832
272,135929	-0,032016
272,180696	0,000433
272,225194	0,000433
272,269962	-0,010383
272,33506	0,000433
272,386693	0,011249
272,435028	-0,0212
272,513591	0,000433
272,57539	0,000433
272,630591	-0,010383
272,702287	-0,010383
272,757489	-0,0212
272,819019	-0,010383
272,883848	-0,032016
272,938781	-0,042832
272,987116	-0,042832
273,035182	-0,032016
273,076381	-0,042832
273,127746	-0,042832
273,162348	-0,032016
273,210414	-0,0212
273,248315	0,000433
273,282916	0,000433
273,323847	-0,0212
273,368614	-0,032016
273,413381	0,022065
273,464746	0,000433
273,502647	0,000433
273,543846	-0,0212
273,605377	-0,032016
273,663608	-0,0212
273,708375	-0,0212
273,75974	0,000433
273,814673	-0,042832
273,88307	-0,042832
273,941301	-0,0212
273,98277	-0,042832
274,041001	-0,0212
274,099501	0,000433
274,157733	-0,032016
274,209367	-0,0212
274,254402	0,000433
274,316202	0,000433
274,367567	0,011249
274,4192	-0,010383
274,470834	0,000433
274,535663	-0,010383
274,577132	0,000433
274,618331	0,000433
274,662829	-0,0212
274,710896	-0,0212
274,748527	-0,0212
274,786428	-0,010383
274,834225	-0,032016
274,878724	-0,032016
274,919923	-0,042832
274,96469	-0,032016
275,016055	-0,032016
275,064121	-0,032016
275,115755	-0,0212
275,174255	-0,010383
275,22259	0,011249
275,284389	0,000433
275,352786	0,011249
275,424751	0,000433
275,463189	0,000433
275,531586	0,000433
275,593385	-0,0212
275,654916	-0,010383
275,713147	-0,010383
275,757914	-0,032016
275,812847	-0,0212
275,854315	-0,0212
275,90871	-0,010383
275,94991	-0,032016
275,984511	-0,032016
276,032309	-0,053648
276,06691	-0,0212
276,094645	-0,0212
276,145741	-0,0212
276,183642	-0,0212
276,218244	-0,0212
276,26631	-0,010383
