Déplacement en Z corrigé (µm)	Effort normal (mN)						
236,123994	3,961297						
236,069061	3,961297						
236,027593	3,961297						
235,972929	3,972113						
235,924594	3,939665						
235,876528	3,961297						
235,83506	3,961297						
235,780128	3,928849						
235,732062	3,907216						
235,677129	3,907216						
235,625495	3,8964						
235,580728	3,8964						
235,532662	3,8964						
235,470863	3,8964						
235,419229	3,885584						
235,374462	3,885584						
235,319529	3,874768						
235,261298	3,874768						
235,202798	3,885584						
235,144835	3,8964						
235,092932	3,885584						
235,041299	3,907216						
234,989665	3,874768						
234,931433	3,874768						
234,8798	3,874768						
234,824867	3,874768						
234,773233	3,874768						
234,728198	3,84232						
234,680131	3,820687						
234,625199	3,820687						
234,577133	3,820687						
234,532366	3,820687						
234,481001	3,809871						
234,439801	3,820687						
234,408499	3,788239						
234,360433	3,777423						
234,309068	3,799055						
234,271167	3,799055						
234,229968	3,809871						
234,185469	3,809871						
234,137403	3,820687						
234,096204	3,809871						
234,055004	3,820687						
234,010506	3,788239						
233,972337	3,799055						
233,917673	3,809871						
233,869607	3,777423						
233,831437	3,809871						
233,789969	3,788239						
233,735036	3,766607						
233,690269	3,734158						
233,635337	3,766607						
233,580404	3,755791						
233,518605	3,744974						
233,460105	3,734158						
233,398305	3,734158						
233,339805	3,723342						
233,271139	3,734158						
233,206041	3,723342						
233,134077	3,744974						
233,06871	3,723342						
233,007179	3,723342						
232,962143	3,744974						
232,900344	3,723342						
232,845412	3,734158						
232,797346	3,712526						
232,756146	3,70171						
232,724843	3,680078						
232,690242	3,680078						
232,649042	3,658445						
232,614709	3,680078						
232,587243	3,647629						
232,556209	3,658445						
232,53231	3,647629						
232,507874	3,669262						
232,483707	3,669262						
232,442776	3,647629						
232,408443	3,658445						
232,370812	3,669262						
232,329612	3,658445						
232,278247	3,669262						
232,23348	3,658445						
232,175248	3,658445						
232,137079	3,647629						
232,071981	3,647629						
232,006883	3,636813						
231,95498	3,636813						
231,883285	3,647629						
231,821217	3,604365						
231,759149	3,593549						
231,70038	3,615181						
231,628684	3,615181						
231,563317	3,604365						
231,49795	3,604365						
231,43945	3,582733						
231,370784	3,5611						
231,312284	3,571917						
231,247186	3,571917						
231,195552	3,582733						
231,127155	3,571917						
231,07882	3,593549						
231,030754	3,571917						
230,97609	3,571917						
230,934622	3,571917						
230,890123	3,550284						
230,869255	3,550284						
230,838221	3,5611						
230,810486	3,5611						
230,78302	3,550284						
230,755285	3,539468						
230,714354	3,528652						
230,689918	3,517836						
230,652286	3,50702						
230,621252	3,485388						
230,566588	3,50702						
230,518522	3,50702						
230,470187	3,485388						
230,425689	3,485388						
230,367457	3,496204						
230,302091	3,485388						
230,243859	3,50702						
230,192225	3,50702						
230,137293	3,496204						
230,078792	3,485388						
230,016993	3,50702						
229,972226	3,496204						
229,917293	3,474571						
229,852195	3,485388						
229,810458	3,463755						
229,765691	3,463755						
229,711027	3,463755						
229,649228	3,442123						
229,604461	3,409675						
229,549528	3,398859						
229,501194	3,420491						
229,445992	3,420491						
229,387761	3,409675						
229,332828	3,409675						
229,26773	3,420491						
229,20923	3,420491						
229,147699	3,420491						
229,099364	3,420491						
229,044432	3,431307						
228,982633	3,442123						
228,948031	3,431307						
228,906832	3,409675						
228,862333	3,409675						
228,814267	3,36641						
228,7695	3,36641						
228,738466	3,355594						
228,700566	3,377226						
228,669532	3,344778						
228,624764	3,333962						
228,590163	3,344778						
228,535499	3,344778						
228,494299	3,344778						
228,459698	3,344778						
228,418498	3,344778						
228,360267	3,344778						
228,322366	3,333962						
228,267702	3,355594						
228,226503	3,355594						
228,181736	3,344778						
228,130102	3,344778						
228,075438	3,344778						
228,030671	3,333962						
227,982336	3,323146						
227,917238	3,31233						
227,868903	3,301513						
227,813971	3,301513						
227,745305	3,279881						
227,690104	3,290697						
227,645068	3,279881						
227,586568	3,269065						
227,511304	3,258249						
227,456371	3,258249						
227,404738	3,269065						
227,349805	3,290697						
227,291573	3,258249						
227,243507	3,269065						
227,209174	3,258249						
227,174842	3,279881						
227,13721	3,279881						
227,106445	3,258249						
227,075411	3,269065						
227,061409	3,258249						
227,033942	3,236617						
227,026538	3,258249						
226,999072	3,236617						
226,968038	3,236617						
226,927107	3,225801						
226,888938	3,214984						
226,844171	3,204168						
226,792806	3,193352						
226,737873	3,193352						
226,669208	3,214984						
226,600542	3,214984						
226,538743	3,214984						
226,476943	3,214984						
226,411577	3,204168						
226,336313	3,204168						
226,274514	3,204168						
226,209147	3,204168						
226,154214	3,193352						
226,092415	3,193352						
226,047648	3,193352						
225,989148	3,182536						
225,944381	3,193352						
225,892747	3,17172						
225,844681	3,139272						
225,803213	3,160904						
225,744981	3,128455						
225,700214	3,128455						
225,655447	3,117639						
225,61068	3,117639						
225,555747	3,117639						
225,511249	3,117639						
225,449718	3,117639						
225,411549	3,117639						
225,360184	3,117639						
225,322283	3,128455						
225,281353	3,128455						
225,240153	3,128455						
225,205552	3,096007						
225,161053	3,117639						
225,123153	3,096007						
225,088551	3,096007						
225,033887	3,085191						
224,999286	3,063559						
224,944353	3,074375						
224,899586	3,063559						
224,847952	3,052743						
224,796318	3,020294						
224,737818	3,074375						
224,676019	3,052743						
224,607622	3,041926						
224,552689	3,03111						
224,484023	3,041926						
224,429091	3,074375						
224,377457	3,020294						
224,322525	3,052743						
224,260725	3,063559						
224,212659	3,063559						
224,167892	3,052743						
224,119826	3,052743						
224,07176	3,03111						
224,03386	3,020294						
223,989361	3,009478						
223,947893	3,009478						
223,909724	2,987846						
223,861926	2,987846						
223,823757	2,966214						
223,775691	2,987846						
223,724057	2,966214						
223,669125	2,97703						
223,614192	2,97703						
223,559259	2,955397						
223,504327	2,987846						
223,449394	2,97703						
223,401328	2,966214						
223,349963	2,987846						
223,301897	2,966214						
223,260698	2,987846						
223,222528	2,966214						
223,174731	2,97703						
223,14013	2,944581						
223,092063	2,955397						
223,047296	2,955397						
223,005828	2,933765						
222,954463	2,912133						
222,909696	2,922949						
222,864929	2,890501						
222,813026	2,901317						
222,748466	2,922949						
222,700131	2,901317						
222,648497	2,912133						
222,589997	2,901317						
222,524899	2,901317						
222,46007	2,901317						
222,421632	2,912133						
222,343069	2,901317						
222,284837	2,912133						
222,223038	2,890501						
222,171405	2,868869						
222,116472	2,879685						
222,068137	2,879685						
222,016503	2,858052						
221,971736	2,858052						
221,92367	2,858052						
221,882202	2,858052						
221,841003	2,83642						
221,806401	2,83642						
221,751737	2,847236						
221,710269	2,83642						
221,658904	2,814788						
221,624571	2,814788						
221,589969	2,847236						
221,532007	2,825604						
221,494106	2,83642						
221,456206	2,847236						
221,415275	2,83642						
221,380673	2,83642						
221,339742	2,83642						
221,298274	2,847236						
221,253776	2,814788						
221,215607	2,814788						
221,157375	2,825604						
221,102442	2,814788						
221,047241	2,803972						
220,99204	2,78234						
220,926942	2,760707						
220,868173	2,771523						
220,796208	2,78234						
220,720944	2,78234						
220,658876	2,760707						
220,586912	2,760707						
220,528411	2,749891						
220,466612	2,771523						
220,41168	2,760707						
220,353448	2,78234						
220,308681	2,760707						
220,264183	2,760707						
220,229581	2,771523						
220,194979	2,771523						
220,157347	2,771523						
220,129881	2,739075						
220,09528	2,749891						
220,067813	2,749891						
220,03348	2,728259						
219,999147	2,684994						
219,971412	2,728259						
219,937079	2,717443						
219,885715	2,717443						
219,847814	2,706627						
219,792613	2,706627						
219,73768	2,684994						
219,672851	2,684994						
219,624516	2,695811						
219,566284	2,706627						
219,508053	2,706627						
219,456419	2,717443						
219,408353	2,695811						
219,346554	2,706627						
219,295189	2,717443						
219,250153	2,706627						
219,202087	2,717443						
219,136989	2,695811						
219,085355	2,695811						
219,040588	2,674178						
218,99912	2,663362						
218,950785	2,652546						
218,892553	2,652546						
218,841189	2,652546						
218,786256	2,630914						
218,744788	2,64173						
218,689855	2,652546						
218,645088	2,630914						
218,597291	2,652546						
218,552524	2,64173						
218,49786	2,652546						
218,456391	2,630914						
218,408325	2,652546						
218,35696	2,652546						
218,308894	2,630914						
218,260828	2,64173						
218,215793	2,609282						
218,164428	2,598465						
218,116362	2,609282						
218,068027	2,587649						
218,033156	2,576833						
217,965028	2,566017						
217,913394	2,566017						
217,858462	2,566017						
217,806828	2,576833						
217,758762	2,587649						
217,72416	2,566017						
217,682961	2,587649						
217,638463	2,576833						
217,593964	2,587649						
217,559631	2,576833						
217,528866	2,576833						
217,501131	2,598465						
217,456633	2,566017						
217,405268	2,555201						
217,3605	2,566017						
217,309136	2,533569						
217,267667	2,555201						
217,205868	2,522753						
217,157533	2,522753						
217,099033	2,533569						
217,047399	2,511936						
216,978734	2,50112						
216,923801	2,490304						
216,8686	2,511936						
216,810368	2,511936						
216,74527	2,490304						
216,696935	2,511936						
216,642271	2,50112						
216,590638	2,50112						
216,532406	2,490304						
216,490938	2,50112						
216,443141	2,490304						
216,401941	2,490304						
216,353606	2,490304						
216,302241	2,490304						
216,270939	2,490304						
216,233038	2,468672						
216,18854	2,468672						
216,140205	2,44704						
216,095438	2,457856						
216,057537	2,436224						
216,002605	2,425407						
215,947672	2,436224						
215,88944	2,414591						
215,838076	2,44704						
215,796607	2,414591						
215,74881	2,425407						
215,697176	2,425407						
215,645811	2,457856						
215,601044	2,436224						
215,552978	2,425407						
215,498314	2,414591						
215,446412	2,403775						
215,401645	2,425407						
215,343413	2,425407						
215,298377	2,414591						
215,22998	2,392959						
215,191811	2,392959						
215,136878	2,403775						
215,078647	2,382143						
215,023445	2,371327						
214,978678	2,371327						
214,927045	2,360511						
214,865514	2,371327						
214,810582	2,360511						
214,762247	2,349695						
214,707583	2,349695						
214,655949	2,371327						
214,601017	2,360511						
214,556249	2,338878						
214,498018	2,371327						
214,453251	2,349695						
214,398318	2,360511						
214,343386	2,360511						
214,29532	2,338878						
214,247253	2,328062						
214,198919	2,328062						
214,13712	2,338878						
214,095651	2,328062						
214,03742	2,317246						
213,982218	2,295614						
213,930585	2,284798						
213,87922	2,295614						
213,830885	2,295614						
213,766056	2,295614						
213,72102	2,284798						
213,676521	2,30643						
213,635322	2,30643						
213,577359	2,295614						
213,535891	2,30643						
213,49799	2,30643						
213,466956	2,30643						
213,429056	2,30643						
213,381258	2,295614						
213,333192	2,284798						
213,295292	2,295614						
213,253824	2,295614						
213,205758	2,284798						
213,154393	2,25235						
213,099191	2,273982						
213,047558	2,25235						
212,985758	2,25235						
212,927258	2,230717						
212,855293	2,230717						
212,789927	2,230717						
212,72456	2,230717						
212,655894	2,219901						
212,587497	2,230717						
212,528997	2,230717						
212,473795	2,230717						
212,408966	2,230717						
212,360631	2,219901						
212,309266	2,219901						
212,2612	2,198269						
212,219732	2,198269						
212,181831	2,187453						
212,147499	2,187453						
212,109867	2,198269						
212,078833	2,187453						
212,054665	2,187453						
212,02693	2,165821						
211,995896	2,155004						
211,958265	2,165821						
211,923932	2,144188						
211,889599	2,155004						
211,858565	2,144188						
211,803901	2,144188						
211,769568	2,165821						
211,731667	2,165821						
211,687169	2,155004						
211,639103	2,176637						
211,591037	2,165821						
211,542971	2,165821						
211,498204	2,155004						
211,44657	2,144188						
211,381472	2,133372						
211,326539	2,122556						
211,268039	2,122556						
211,216137	2,122556						
211,140873	2,11174						
211,085672	2,133372						
211,023872	2,11174						
210,954938	2,11174						
210,893139	2,100924						
210,824473	2,100924						
210,755807	2,100924						
210,697307	2,100924						
210,632209	2,090108						
210,57041	2,090108						
210,50861	2,079292						
210,460544	2,090108						
210,415777	2,090108						
210,374578	2,079292						
210,339976	2,090108						
210,298777	2,068475						
210,267743	2,057659						
210,23341	2,046843						
210,188911	2,036027						
210,164744	2,036027						
210,123545	2,036027						
210,09581	2,025211						
210,057909	2,014395						
210,013411	2,025211						
209,971942	2,014395						
209,927444	2,003579						
209,87581	2,036027						
209,834611	2,014395						
209,779947	2,025211						
209,731881	2,014395						
209,687114	2,014395						
209,63245	2,025211						
209,587683	2,025211						
209,539617	2,036027						
209,501716	2,025211						
209,450083	2,014395						
209,405315	2,036027						
209,353682	2,014395						
209,298749	2,003579						
209,243816	2,003579						
209,185316	1,981946						
209,123786	1,981946						
209,068584	1,981946						
208,999919	1,97113						
208,941418	1,97113						
208,879619	1,938682						
208,804087	1,960314						
208,735421	1,949498						
208,676921	1,949498						
208,608255	1,949498						
208,542888	1,960314						
208,484657	1,981946						
208,429724	1,97113						
208,37809	1,960314						
208,326725	1,949498						
208,292124	1,960314						
208,254223	1,949498						
208,230056	1,938682						
208,199022	1,927866						
208,171555	1,949498						
208,144089	1,906234						
208,126788	1,906234						
208,102621	1,895417						
208,078722	1,884601						
208,047688	1,91705						
208,023521	1,884601						
207,972425	1,906234						
207,937823	1,906234						
207,893325	1,906234						
207,855424	1,906234						
207,800491	1,906234						
207,735393	1,91705						
207,680461	1,906234						
207,615363	1,884601						
207,556862	1,906234						
207,491496	1,906234						
207,423098	1,895417						
207,361031	1,884601						
207,295664	1,873785						
207,226998	1,862969						
207,16493	1,862969						
207,103131	1,830521						
207,034465	1,862969						
206,969098	1,830521						
206,914166	1,841337						
206,862263	1,862969						
206,800733	1,819705						
206,755965	1,819705						
206,707899	1,841337						
206,6667	1,852153						
206,622202	1,852153						
206,574404	1,841337						
206,54337	1,841337						
206,512336	1,852153						
206,488169	1,830521						
206,450537	1,841337						
206,412637	1,830521						
206,388469	1,808888						
206,357435	1,798072						
206,309638	1,808888						
206,288501	1,798072						
206,247301	1,77644						
206,202534	1,787256						
206,157767	1,787256						
206,099804	1,77644						
206,061635	1,77644						
205,993238	1,77644						
205,945172	1,787256						
205,883373	1,787256						
205,82844	1,798072						
205,766641	1,798072						
205,708409	1,798072						
205,656776	1,787256						
205,601574	1,798072						
205,533177	1,787256						
205,478245	1,787256						
205,426611	1,77644						
205,368111	1,754808						
205,30961	1,754808						
205,257977	1,765624						
205,203044	1,754808						
205,151142	1,733176						
205,086312	1,743992						
205,048143	1,733176						
204,996778	1,711543						
204,935248	1,722359						
204,900377	1,733176						
204,852311	1,733176						
204,797647	1,743992						
204,753149	1,743992						
204,705083	1,733176						
204,667182	1,733176						
204,632849	1,722359						
204,588351	1,743992						
204,560616	1,722359						
204,516118	1,722359						
204,47135	1,722359						
204,436749	1,722359						
204,398848	1,711543						
204,35435	1,689911						
204,302716	1,679095						
204,261248	1,722359						
204,203016	1,679095						
204,15495	1,679095						
204,103317	1,668279						
204,041517	1,679095						
203,986585	1,689911						
203,928353	1,679095						
203,880287	1,689911						
203,815189	1,679095						
203,767123	1,700727						
203,719057	1,679095						
203,667423	1,679095						
203,609192	1,689911						
203,557558	1,679095						
203,509492	1,668279						
203,450992	1,657463						
203,402657	1,646647						
203,347724	1,63583						
203,289493	1,63583						
203,230993	1,646647						
203,182658	1,63583						
203,124426	1,603382						
203,072793	1,603382						
203,024458	1,603382						
202,966226	1,603382						
202,914861	1,614198						
202,866795	1,625014						
202,81543	1,614198						
202,760498	1,625014						
202,715731	1,625014						
202,681398	1,625014						
202,650364	1,625014						
202,609433	1,614198						
202,581698	1,614198						
202,540498	1,614198						
202,506166	1,603382						
202,478699	1,603382						
202,447665	1,603382						
202,41993	1,592566						
202,375163	1,58175						
202,320768	1,58175						
202,285898	1,560118						
202,244698	1,58175						
202,199931	1,538485						
202,141699	1,58175						
202,083468	1,560118						
202,038701	1,560118						
201,973603	1,570934						
201,915102	1,549302						
201,846705	1,560118						
201,798371	1,570934						
201,736571	1,549302						
201,664607	1,560118						
201,612973	1,538485						
201,561339	1,527669						
201,502839	1,538485						
201,451205	1,516853						
201,399572	1,495221						
201,358372	1,506037						
201,307007	1,516853						
201,26224	1,506037						
201,224071	1,516853						
201,189738	1,495221						
201,148538	1,484405						
201,114206	1,495221						
201,069707	1,495221						
201,018342	1,516853						
200,980442	1,484405						
200,929077	1,484405						
200,887877	1,506037						
200,846678	1,495221						
200,798612	1,506037						
200,760711	1,506037						
200,712645	1,495221						
200,664579	1,484405						
200,619812	1,484405						
200,564879	1,462773						
200,516813	1,473589						
200,472046	1,473589						
200,420412	1,451956						
200,358613	1,451956						
200,310278	1,44114						
200,248748	1,430324						
200,207011	1,430324						
200,132016	1,430324						
200,097415	1,419508						
200,049349	1,430324						
199,991117	1,44114						
199,942782	1,44114						
199,898284	1,44114						
199,860652	1,44114						
199,832917	1,451956						
199,788419	1,473589						
199,74695	1,44114						
199,70905	1,44114						
199,671418	1,430324						
199,636816	1,419508						
199,602215	1,430324						
199,55085	1,419508						
199,499485	1,397876						
199,461584	1,397876						
199,403353	1,408692						
199,361885	1,38706						
199,303384	1,38706						
199,252019	1,38706						
199,19022	1,376244						
199,121823	1,376244						
199,063054	1,365427						
198,994388	1,38706						
198,919125	1,38706						
198,853758	1,397876						
198,78866	1,408692						
198,733727	1,38706						
198,682093	1,38706						
198,63046	1,376244						
198,582394	1,397876						
198,540925	1,376244						
198,496427	1,365427						
198,455228	1,354611						
198,420626	1,376244						
198,379427	1,354611						
198,341526	1,322163						
198,310492	1,343795						
198,276159	1,332979						
198,23496	1,343795						
198,203926	1,343795						
198,152561	1,332979						
198,108062	1,332979						
198,059996	1,343795						
198,005064	1,343795						
197,950131	1,343795						
197,8919	1,332979						
197,823502	1,343795						
197,764733	1,343795						
197,702934	1,332979						
197,637567	1,311347						
197,565334	1,322163						
197,500236	1,289715						
197,434869	1,300531						
197,372801	1,278898						
197,311002	1,268082						
197,25277	1,268082						
197,197569	1,268082						
197,13577	1,257266						
197,087704	1,257266						
197,042937	1,257266						
197,001737	1,268082						
196,963837	1,268082						
196,922906	1,257266						
196,89544	1,300531						
196,871541	1,289715						
196,847642	1,268082						
196,819907	1,289715						
196,799307	1,289715						
196,761407	1,278898						
196,71361	1,268082						
196,679008	1,268082						
196,634241	1,268082						
196,589474	1,24645						
196,527943	1,235634						
196,472742	1,24645						
196,420839	1,224818						
196,345576	1,224818						
196,273342	1,224818						
196,201378	1,214002						
196,125845	1,203186						
196,053612	1,214002						
195,984946	1,214002						
195,906115	1,214002						
195,837449	1,214002						
195,77565	1,224818						
195,724016	1,235634						
195,665785	1,235634						
195,610852	1,192369						
195,572952	1,214002						
195,531483	1,203186						
195,493852	1,224818						
195,462549	1,192369						
195,41805	1,192369						
195,390315	1,181553						
195,352415	1,170737						
195,318082	1,170737						
195,283749	1,170737						
195,238982	1,170737						
195,197782	1,192369						
195,149716	1,159921						
195,105218	1,181553						
195,064019	1,170737						
195,019251	1,192369						
194,95799	1,170737						
194,913223	1,170737						
194,871754	1,203186						
194,817091	1,170737						
194,755291	1,181553						
194,703658	1,181553						
194,645157	1,170737						
194,583358	1,170737						
194,521559	1,159921						
194,459491	1,149105						
194,394124	1,138289						
194,329026	1,127473						
194,273825	1,127473						
194,212025	1,149105						
194,150226	1,10584						
194,091726	1,10584						
194,046959	1,138289						
193,988727	1,127473						
193,933795	1,138289						
193,885729	1,127473						
193,837663	1,116657						
193,793164	1,149105						
193,748666	1,159921						
193,707466	1,127473						
193,679463	1,127473						
193,638532	1,127473						
193,607498	1,138289						
193,559701	1,095024						
193,528398	1,084208						
193,487198	1,095024						
193,442431	1,084208						
193,397664	1,073392						
193,349598	1,10584						
193,294666	1,062576						
193,232866	1,05176						
193,171336	1,05176						
193,1263	1,062576						
193,06477	1,062576						
193,013136	1,062576						
192,951605	1,084208						
192,910137	1,073392						
192,862071	1,062576						
192,810975	1,062576						
192,779672	1,073392						
192,74204	1,073392						
192,700841	1,05176						
192,669807	1,073392						
192,628608	1,073392						
192,590707	1,05176						
192,54594	1,073392						
192,508039	1,030128						
192,463272	1,030128						
192,415206	1,019311						
192,353676	1,030128						
192,311939	1,019311						
192,25014	1,019311						
192,171577	1,019311						
192,113077	1,008495						
192,047979	1,008495						
191,975745	1,019311						
191,910378	1,030128						
191,831816	1,019311						
191,759851	1,019311						
191,701082	1,030128						
191,639283	1,030128						
191,577484	1,008495						
191,512386	0,986863						
191,470649	0,997679						
191,425882	0,986863						
191,381383	0,965231						
191,336616	0,943599						
191,298715	0,965231						
191,254486	0,954415						
191,240215	0,943599						
191,209181	0,954415						
191,188581	0,943599						
191,157816	0,954415						
191,137217	0,976047						
191,102884	0,976047						
191,068819	0,965231						
191,044652	0,986863						
191,013618	0,976047						
190,972419	0,965231						
190,92792	0,976047						
190,879854	0,986863						
190,831519	0,954415						
190,769989	0,954415						
190,70819	0,954415						
190,646122	0,954415						
190,577725	0,954415						
190,515388	0,932782						
190,439856	0,921966						
190,374489	0,900334						
190,302524	0,932782						
190,230291	0,91115						
190,168492	0,91115						
190,106692	0,91115						
190,055059	0,932782						
190,000126	0,932782						
189,948761	0,900334						
189,911129	0,932782						
189,873229	0,932782						
189,832029	0,921966						
189,787531	0,943599						
189,753198	0,921966						
189,725463	0,889518						
189,697728	0,91115						
189,660096	0,921966						
189,622196	0,900334						
189,580727	0,889518						
189,552992	0,867886						
189,505195	0,900334						
189,460428	0,867886						
189,415661	0,867886						
189,357429	0,85707						
189,305796	0,835437						
189,247564	0,85707						
189,179167	0,85707						
189,117368	0,846253						
189,065734	0,846253						
189,004204	0,85707						
188,945703	0,867886						
188,89407	0,85707						
188,849571	0,867886						
188,805073	0,878702						
188,77377	0,867886						
188,725704	0,85707						
188,684505	0,85707						
188,650172	0,85707						
188,615839	0,867886						
188,588104	0,824621						
188,550203	0,835437						
188,508735	0,835437						
188,457639	0,835437						
188,416171	0,813805						
188,368105	0,781357						
188,313172	0,813805						
188,244775	0,792173						
188,182976	0,802989						
188,124207	0,824621						
188,038778	0,813805						
187,970112	0,802989						
187,897878	0,802989						
187,815748	0,802989						
187,75368	0,770541						
187,694911	0,802989						
187,612781	0,802989						
187,55455	0,781357						
187,506215	0,759725						
187,454581	0,770541						
187,406246	0,748908						
187,35515	0,748908						
187,330714	0,748908						
187,296381	0,748908						
187,272214	0,759725						
187,251345	0,738092						
187,217281	0,738092						
187,189815	0,748908						
187,172514	0,738092						
187,145048	0,759725						
187,114282	0,781357						
187,083517	0,781357						
187,05935	0,770541						
187,021718	0,770541						
186,970353	0,781357						
186,932452	0,770541						
186,880819	0,770541						
186,825886	0,770541						
186,764087	0,748908						
186,692122	0,684012						
186,636652	0,738092						
186,550954	0,71646						
186,482288	0,71646						
186,39989	0,71646						
186,317222	0,71646						
186,251586	0,705644						
186,159291	0,673196						
186,08349	0,694828						
186,011525	0,71646						
185,936261	0,71646						
185,870894	0,705644						
185,826127	0,71646						
185,778061	0,705644						
185,736862	0,738092						
185,712426	0,727276						
185,668196	0,705644						
185,647596	0,694828						
185,640461	0,694828						
185,633326	0,705644						
185,616294	0,694828						
185,609158	0,694828						
185,588558	0,684012						
185,567959	0,684012						
185,540492	0,684012						
185,502861	0,684012						
185,468259	0,684012						
185,42706	0,673196						
185,375695	0,673196						
185,317194	0,694828						
185,241931	0,705644						
185,173534	0,694828						
185,098001	0,71646						
185,025768	0,694828						
184,950235	0,673196						
184,864538	0,705644						
184,792304	0,673196						
184,723638	0,673196						
184,648106	0,662379						
184,586038	0,662379						
184,544032	0,662379						
184,465739	0,640747						
184,410537	0,629931						
184,355605	0,640747						
184,307539	0,629931						
184,259473	0,629931						
184,221572	0,619115						
184,190269	0,640747						
184,149339	0,629931						
184,108408	0,619115						
184,080942	0,640747						
184,049908	0,629931						
184,012276	0,651563						
183,981242	0,640747						
183,930146	0,651563						
183,892245	0,640747						
183,86451	0,640747						
183,826609	0,640747						
183,778543	0,629931						
183,727178	0,640747						
183,675545	0,619115						
183,627479	0,608299						
183,575845	0,586667						
183,514046	0,586667						
183,459113	0,597483						
183,397314	0,57585						
183,342381	0,57585						
183,283881	0,565034						
183,228948	0,586667						
183,160551	0,586667						
183,10232	0,608299						
183,050686	0,597483						
182,996022	0,597483						
182,947688	0,608299						
182,906219	0,608299						
182,848257	0,608299						
182,810087	0,608299						
182,775754	0,608299						
182,737854	0,608299						
182,696654	0,586667						
182,648588	0,565034						
182,620853	0,565034						
182,582953	0,554218						
182,531588	0,543402						
182,486821	0,532586						
182,438755	0,565034						
182,393987	0,543402						
182,332457	0,554218						
182,28769	0,554218						
182,22919	0,532586						
182,167659	0,554218						
182,116025	0,554218						
182,054495	0,554218						
181,995995	0,565034						
181,937763	0,57585						
181,879263	0,565034						
181,82433	0,554218						
181,769398	0,52177						
181,717764	0,543402						
181,659532	0,532586						
181,618064	0,52177						
181,573297	0,500138						
181,538695	0,500138						
181,504363	0,500138						
181,459864	0,52177						
181,432129	0,500138						
181,397796	0,489321						
181,359896	0,532586						
181,318965	0,52177						
181,284632	0,510954						
181,236835	0,532586						
181,198934	0,52177						
181,144002	0,543402						
181,092637	0,52177						
181,044571	0,532586						
180,996505	0,52177						
180,934705	0,52177						
180,872906	0,500138						
180,811107	0,478505						
180,755906	0,510954						
180,700704	0,489321						
180,638905	0,478505						
180,580405	0,467689						
180,528771	0,467689						
180,470271	0,478505						
180,405441	0,478505						
180,363973	0,467689						
180,305742	0,456873						
180,257676	0,478505						
180,216207	0,478505						
180,16841	0,467689						
180,127211	0,478505						
180,079145	0,500138						
180,02778	0,500138						
179,983281	0,467689						
179,959114	0,456873						
179,921213	0,467689						
179,896777	0,446057						
179,84898	0,467689						
179,811079	0,467689						
179,773179	0,456873						
179,738577	0,435241						
179,697378	0,456873						
179,642445	0,435241						
179,580915	0,435241						
179,53258	0,424425						
179,480946	0,435241						
179,399085	0,413609						
179,340584	0,424425						
179,275218	0,402792						
179,206821	0,424425						
179,141454	0,435241						
179,073057	0,446057						
179,017855	0,435241						
178,952757	0,435241						
178,90799	0,446057						
178,859924	0,413609						
178,818456	0,424425						
178,776988	0,467689						
178,719025	0,391976						
178,684423	0,402792						
178,653389	0,402792						
178,615489	0,391976						
178,574289	0,402792						
178,529791	0,38116						
178,495458	0,38116						
178,457557	0,370344						
178,41279	0,38116						
178,364993	0,391976						
178,31006	0,38116						
178,265293	0,38116						
178,207062	0,370344						
178,145531	0,38116						
178,076865	0,402792						
178,03183	0,402792						
177,980196	0,391976						
177,915098	0,391976						
177,866763	0,402792						
177,805233	0,38116						
177,7503	0,370344						
177,698666	0,370344						
177,650331	0,359528						
177,595668	0,348712						
177,554199	0,337896						
177,513	0,337896						
177,468233	0,32708						
177,423734	0,337896						
177,382266	0,32708						
177,344634	0,337896						
177,310033	0,337896						
177,262235	0,359528						
177,21087	0,348712						
177,166372	0,348712						
177,128472	0,370344						
177,087272	0,359528						
177,035907	0,370344						
176,990871	0,370344						
176,939506	0,370344						
176,871378	0,348712						
176,839538	0,337896						
176,77444	0,32708						
176,719507	0,316263						
176,667873	0,294631						
176,602775	0,305447						
176,547574	0,305447						
176,485775	0,283815						
176,427274	0,305447						
176,362176	0,305447						
176,297078	0,294631						
176,245444	0,294631						
176,183645	0,305447						
176,132012	0,32708						
176,080647	0,316263						
176,032849	0,316263						
175,998516	0,316263						
175,960616	0,294631						
175,919416	0,316263						
175,874918	0,32708						
175,847183	0,32708						
175,816149	0,294631						
175,77495	0,294631						
175,737049	0,294631						
175,699148	0,283815						
175,654381	0,294631						
175,613182	0,272999						
175,568415	0,262183						
175,510183	0,294631						
175,45855	0,262183						
175,400318	0,272999						
175,345385	0,283815						
175,270122	0,305447						
175,211621	0,294631						
175,149822	0,272999						
175,081425	0,294631						
175,016058	0,294631						
174,957827	0,262183						
174,902894	0,283815						
174,834228	0,272999						
174,785894	0,272999						
174,747993	0,262183						
174,703226	0,262183						
174,658459	0,240551						
174,616991	0,251367						
174,572492	0,240551						
174,538159	0,240551						
174,510424	0,240551						
174,462627	0,240551						
174,428294	0,218918						
174,383527	0,229734						
174,342328	0,240551						
174,297829	0,229734						
174,243165	0,240551						
174,198398	0,218918						
174,150332	0,251367						
174,102266	0,240551						
174,060798	0,240551						
173,999267	0,240551						
173,941036	0,229734						
173,89297	0,208102						
173,847934	0,229734						
173,793001	0,218918						
173,731202	0,208102						
