Déplacement en Z corrigé (µm)	Effort normal (mN)						
110,1877	-0,019036						
110,245931	-0,00822						
110,290698	-0,019036						
110,349199	-0,029853						
110,417596	-0,029853						
110,469498	-0,00822						
110,527998	-0,019036						
110,596395	0,002596						
110,665061	-0,00822						
110,740325	-0,00822						
110,805692	-0,019036						
110,881224	-0,00822						
110,946322	0,013412						
111,014988	-0,029853						
111,083654	-0,019036						
111,141885	-0,019036						
111,196549	-0,00822						
111,241316	-0,029853						
111,282516	-0,029853						
111,313818	-0,019036						
111,348151	-0,00822						
111,378916	0,002596						
111,40995	-0,00822						
111,437417	0,013412						
111,465152	-0,029853						
111,506083	-0,019036						
111,543714	-0,019036						
111,574748	-0,00822						
111,622546	-0,019036						
111,660446	-0,029853						
111,698347	-0,029853						
111,75631	-0,029853						
111,801077	-0,019036						
111,859308	-0,040669						
111,917808	-0,029853						
111,985937	-0,051485						
112,03454	-0,040669						
112,109804	-0,029853						
112,17847	-0,019036						
112,247135	-0,029853						
112,309203	0,002596						
112,37457	-0,019036						
112,439668	0,013412						
112,511633	0,002596						
112,580299	0,013412						
112,6355	0,002596						
112,693732	0,013412						
112,742066	0,024228						
112,800298	0,024228						
112,848364	-0,00822						
112,899729	0,002596						
112,930763	0,002596						
112,958498	0,002596						
112,99916	-0,00822						
113,023327	-0,029853						
113,050794	-0,019036						
113,068095	-0,051485						
113,088426	-0,029853						
113,115892	-0,040669						
113,133193	-0,029853						
113,164227	-0,019036						
113,188394	-0,029853						
113,239759	-0,00822						
113,281227	-0,019036						
113,349355	-0,019036						
113,400989	0,002596						
113,476522	-0,00822						
113,548755	0,013412						
113,62072	-0,00822						
113,713284	0,002596						
113,788816	0,002596						
113,864349	0,013412						
113,943449	0,002596						
114,025579	-0,019036						
114,084079	0,002596						
114,159343	-0,00822						
114,217843	-0,019036						
114,26261	-0,019036						
114,307377	-0,019036						
114,358742	-0,029853						
114,383179	-0,029853						
114,424109	-0,00822						
114,448545	-0,00822						
114,479311	-0,00822						
114,496611	-0,00822						
114,527377	0,013412						
114,551544	0,013412						
114,582578	0,002596						
114,610044	0,002596						
114,661141	0,002596						
114,699041	0,002596						
114,740241	-0,019036						
114,795173	0,002596						
114,853405	-0,029853						
114,921802	-0,00822						
114,980302	-0,029853						
115,051998	-0,051485						
115,107199	-0,029853						
115,172297	-0,019036						
115,237664	-0,00822						
115,296165	-0,029853						
115,361263	-0,00822						
115,423331	0,013412						
115,488429	0,013412						
115,543361	0,002596						
115,591696	0,04586						
115,649928	0,024228						
115,691396	0,024228						
115,74606	0,013412						
115,78396	-0,00822						
115,818293	0,002596						
115,86306	-0,019036						
115,907559	-0,029853						
115,948489	-0,029853						
115,976224	0,013412						
116,013856	-0,040669						
116,051488	-0,019036						
116,099554	-0,029853						
116,14762	-0,019036						
116,198985	-0,019036						
116,240185	-0,029853						
116,281653	-0,00822						
116,343452	0,002596						
116,398385	-0,019036						
116,453317	0,002596						
116,508519	0,024228						
116,570318	0,013412						
116,642282	0,013412						
116,704082	0,013412						
116,772747	0,002596						
116,841413	-0,019036						
116,902944	0,002596						
116,958145	-0,00822						
117,016108	-0,040669						
117,064443	-0,00822						
117,11224	-0,019036						
117,160037	-0,029853						
117,194639	-0,00822						
117,232539	-0,019036						
117,263573	-0,019036						
117,297638	-0,019036						
117,325373	-0,019036						
117,353108	0,002596						
117,394307	0,013412						
117,438805	0,013412						
117,466809	0,002596						
117,514607	0,002596						
117,555806	-0,00822						
117,614038	0,013412						
117,682435	0,013412						
117,734068	0,002596						
117,802465	0,013412						
117,87443	0,035044						
117,936229	-0,00822						
117,984833	-0,00822						
118,069993	-0,019036						
118,125194	-0,019036						
118,190293	0,002596						
118,241926	0,013412						
118,296859	-0,00822						
118,35509	0,013412						
118,396559	0,002596						
118,434459	0,013412						
118,482257	-0,00822						
118,516858	0,013412						
118,55146	0,024228						
118,595958	0,013412						
118,630291	0,024228						
118,67149	0,013412						
118,722855	0,035044						
118,784386	0,024228						
118,818988	0,024228						
118,863486	0,002596						
118,921449	-0,00822						
118,966485	-0,019036						
119,01785	-0,019036						
119,069215	0,013412						
119,110683	-0,019036						
119,168914	-0,00822						
119,223847	-0,019036						
119,271913	-0,019036						
119,319979	-0,00822						
119,37518	0,002596						
119,426814	0,002596						
119,47488	0,013412						
119,533112	0,002596						
119,588044	0,013412						
119,646276	0,035044						
119,687744	0,013412						
119,73581	0,024228						
119,787175	-0,00822						
119,831942	-0,019036						
119,87341	-0,029853						
119,934672	-0,019036						
119,975871	-0,019036						
120,027236	-0,029853						
120,068436	-0,029853						
120,103038	-0,040669						
120,147805	-0,040669						
120,195602	-0,019036						
120,23707	-0,019036						
120,288435	-0,019036						
120,333202	-0,019036						
120,387866	-0,00822						
120,436201	-0,019036						
120,494701	-0,00822						
120,559799	0,013412						
120,6183	0,024228						
120,690264	0,024228						
120,745466	0,013412						
120,810564	0,024228						
120,872363	0,002596						
120,933893	-0,00822						
120,992125	0,002596						
121,050356	0,002596						
121,098423	-0,019036						
121,143458	-0,019036						
121,194555	-0,019036						
121,232455	-0,00822						
121,276954	-0,00822						
121,311286	0,04586						
121,34232	-0,00822						
121,380221	-0,019036						
121,414554	0,024228						
121,452454	0,024228						
121,48322	0,024228						
121,52112	-0,00822						
121,548855	0,013412						
121,596652	0,013412						
121,634553	0,024228						
121,692516	0,002596						
121,743881	0,013412						
121,795246	-0,00822						
121,846879	0,002596						
121,901812	-0,019036						
121,960044	0,002596						
122,021843	0,002596						
122,086941	-0,00822						
122,14874	-0,00822						
122,197075	0,013412						
122,258874	0,002596						
122,320673	0,013412						
122,382472	0,002596						
122,434106	0,024228						
122,499204	0,013412						
122,550838	0,013412						
122,592306	0,024228						
122,637073	0,013412						
122,685139	0,013412						
122,736504	-0,029853						
122,774405	-0,00822						
122,815336	-0,00822						
122,859834	-0,029853						
122,897735	-0,00822						
122,938934	-0,019036						
122,979865	-0,019036						
123,021064	-0,019036						
123,06913	-0,029853						
123,113897	-0,029853						
123,161963	-0,051485						
123,193535	-0,00822						
123,264962	-0,00822						
123,33006	-0,019036						
123,371797	0,002596						
123,433596	0,002596						
123,488529	0,013412						
123,553358	-0,019036						
123,60856	0,013412						
123,663492	0,013412						
123,715126	0,013412						
123,776656	0,002596						
123,821424	0,024228						
123,882954	0,002596						
123,920855	0,002596						
123,968652	-0,00822						
124,01012	0,002596						
124,05132	-0,00822						
124,102685	-0,019036						
124,137017	-0,00822						
124,164752	-0,00822						
124,216117	0,013412						
124,254018	0,002596						
124,298516	-0,040669						
124,333118	-0,00822						
124,384483	0,002596						
124,439416	0,035044						
124,484183	0,002596						
124,542414	0,013412						
124,597347	0,024228						
124,672342	-0,00822						
124,720676	0,002596						
124,775609	-0,019036						
124,83714	-0,019036						
124,899208	-0,00822						
124,957439	-0,00822						
125,019238	-0,00822						
125,081037	-0,019036						
125,146136	-0,029853						
125,201068	-0,040669						
125,262599	-0,019036						
125,304336	-0,029853						
125,359268	0,002596						
125,410633	-0,00822						
125,452101	-0,019036						
125,500167	-0,019036						
125,544935	-0,00822						
125,596031	-0,019036						
125,6342	0,002596						
125,682266	-0,019036						
125,723466	-0,00822						
125,767964	0,013412						
125,809432	0,002596						
125,864096	-0,029853						
125,912162	-0,019036						
125,963527	-0,019036						
126,015161	-0,029853						
126,066526	-0,029853						
126,124757	-0,019036						
126,176391	-0,029853						
126,231324	-0,029853						
126,286525	-0,029853						
126,351623	-0,029853						
126,419751	-0,00822						
126,471654	-0,019036						
126,523287	0,002596						
126,568323	-0,00822						
126,633153	0,013412						
126,684786	0,013412						
126,729554	0,002596						
126,787516	-0,00822						
126,825417	-0,00822						
126,880081	-0,019036						
126,928147	-0,00822						
126,972914	-0,019036						
127,014113	-0,029853						
127,055313	-0,051485						
127,106678	-0,040669						
127,151176	-0,040669						
127,202541	-0,019036						
127,237143	-0,019036						
127,288508	-0,029853						
127,326677	-0,00822						
127,378042	0,002596						
127,429407	-0,029853						
127,477473	-0,00822						
127,535973	-0,00822						
127,594205	0,002596						
127,64254	0,002596						
127,70407	0,024228						
127,76257	0,002596						
127,817772	0,013412						
127,876003	-0,019036						
127,940833	-0,00822						
127,999333	0,002596						
128,054265	0,002596						
128,10563	-0,00822						
128,160563	0,002596						
128,212197	-0,019036						
128,263562	-0,00822						
128,311628	-0,019036						
128,352827	-0,00822						
128,400893	0,002596						
128,435495	-0,00822						
128,473127	-0,00822						
128,507728	-0,00822						
128,54536	0,013412						
128,566229	0,013412						
128,607428	0,013412						
128,64506	0,002596						
128,682692	-0,019036						
128,730758	-0,00822						
128,775256	-0,029853						
128,82689	-0,00822						
128,878255	-0,019036						
128,936486	-0,019036						
129,004883	-0,029853						
129,063384	-0,00822						
129,125183	-0,019036						
129,180384	-0,00822						
129,242183	0,002596						
129,321015	0,002596						
129,376216	0,002596						
129,42785	0,002596						
129,499546	-0,040669						
129,554747	0,002596						
129,602813	0,002596						
129,64758	0,013412						
129,702513	0,002596						
129,743981	-0,00822						
129,784912	-0,00822						
129,822812	0,013412						
129,873908	0,002596						
129,904942	-0,019036						
129,94971	0,002596						
129,984042	-0,00822						
130,028541	-0,00822						
130,059575	-0,00822						
130,107372	-0,019036						
130,165872	-0,00822						
130,224104	-0,019036						
130,268871	-0,00822						
130,313638	0,002596						
130,37187	0,013412						
130,426802	0,002596						
130,481735	0,002596						
130,523203	0,024228						
130,585002	0,013412						
130,639935	0,013412						
130,6913	0,024228						
130,745964	0,002596						
130,797598	0,024228						
130,859128	0,013412						
130,907463	-0,019036						
130,958828	-0,00822						
131,006894	0,002596						
131,058259	-0,029853						
131,099727	-0,019036						
131,151092	-0,019036						
131,195859	-0,040669						
131,240626	-0,040669						
131,281826	-0,040669						
131,323025	-0,062301						
131,364225	-0,029853						
131,41862	-0,00822						
131,460357	-0,019036						
131,508423	-0,019036						
131,55319	-0,040669						
131,604555	-0,029853						
131,662786	-0,040669						
131,724585	-0,040669						
131,779787	-0,062301						
131,838018	-0,029853						
131,913282	-0,073117						
131,968483	-0,073117						
132,033581	-0,073117						
132,095381	-0,094749						
132,164046	-0,073117						
132,229145	-0,073117						
132,280778	-0,094749						
132,345876	-0,105565						
132,39751	-0,105565						
132,442277	-0,105565						
132,480178	-0,105565						
132,524676	-0,094749						
132,565876	-0,094749						
132,600477	-0,094749						
132,638109	-0,105565						
132,672442	-0,105565						
132,696609	-0,116381						
132,73754	-0,116381						
132,772142	-0,138014						
132,823507	-0,138014						
132,867736	-0,192094						
132,905637	-0,159646						
132,943537	-0,170462						
133,008367	-0,181278						
133,06	-0,181278						
133,114933	-0,159646						
133,176464	-0,181278						
133,245129	-0,20291						
133,313795	-0,181278						
133,382192	-0,138014						
133,447828	-0,159646						
133,509896	-0,14883						
133,574994	-0,159646						
133,64366	-0,14883						
133,718923	-0,138014						
133,777423	-0,127198						
133,835655	-0,127198						
133,890588	-0,14883						
133,952118	-0,127198						
133,990287	-0,14883						
134,044682	-0,14883						
134,079015	-0,14883						
134,113348	-0,14883						
134,147412	-0,14883						
134,168281	-0,170462						
134,188881	-0,181278						
134,222945	-0,170462						
134,246843	-0,181278						
134,27431	-0,159646						
134,301776	-0,159646						
134,336109	-0,159646						
134,367143	-0,170462						
134,408342	-0,138014						
134,456408	-0,14883						
134,507773	-0,159646						
134,562706	-0,159646						
134,627804	-0,159646						
134,689603	-0,14883						
134,758	-0,170462						
134,826666	-0,159646						
134,911826	-0,192094						
134,970595	-0,192094						
135,049427	-0,192094						
135,121391	-0,181278						
135,190057	-0,213727						
135,252125	-0,181278						
135,320522	-0,213727						
135,382053	-0,192094						
135,430387	-0,181278						
135,478991	-0,192094						
135,533655	-0,181278						
135,578422	-0,181278						
135,62292	-0,170462						
135,660821	-0,170462						
135,698721	-0,159646						
135,736622	-0,181278						
135,777821	-0,181278						
135,818752	-0,159646						
135,853354	-0,170462						
135,901151	-0,170462						
135,949217	-0,181278						
135,990417	-0,170462						
136,038483	-0,20291						
136,079682	-0,20291						
136,141213	-0,170462						
136,192577	-0,192094						
136,244211	-0,192094						
136,295576	-0,170462						
136,343911	-0,14883						
136,398844	-0,159646						
136,44691	-0,170462						
136,505141	-0,170462						
136,54331	-0,14883						
136,601542	-0,14883						
136,652907	-0,14883						
136,700973	-0,159646						
136,742172	-0,170462						
136,78694	-0,159646						
136,841603	-0,159646						
136,879504	-0,159646						
136,9306	-0,170462						
136,9718	-0,181278						
137,019866	-0,213727						
137,064633	-0,192094						
137,122596	-0,192094						
137,167631	-0,20291						
137,225594	-0,170462						
137,273929	-0,181278						
137,325563	-0,14883						
137,390661	-0,14883						
137,449161	-0,138014						
137,51096	-0,14883						
137,569461	-0,127198						
137,63126	-0,116381						
137,68976	-0,138014						
137,758157	-0,105565						
137,819956	-0,116381						
137,875158	-0,116381						
137,940256	-0,116381						
137,988322	-0,127198						
138,039687	-0,159646						
138,084454	-0,170462						
138,142417	-0,170462						
138,17675	-0,14883						
138,208052	-0,170462						
138,242116	-0,14883						
138,269583	-0,159646						
138,290451	-0,159646						
138,318186	-0,14883						
138,355818	-0,127198						
138,386583	-0,138014						
138,427783	-0,138014						
138,448651	-0,127198						
138,489851	-0,116381						
138,537917	-0,127198						
138,596148	-0,127198						
138,65438	-0,116381						
138,706014	-0,138014						
138,767813	-0,105565						
138,829612	-0,138014						
138,901577	-0,116381						
138,973541	-0,127198						
139,05897	-0,127198						
139,114172	-0,105565						
139,175971	-0,14883						
139,254802	-0,127198						
139,299838	-0,105565						
139,35807	-0,116381						
139,403106	-0,116381						
139,458038	-0,116381						
139,495939	-0,105565						
139,540437	-0,127198						
139,575039	-0,105565						
139,606073	-0,083933						
139,65387	-0,062301						
139,678306	-0,105565						
139,722805	-0,116381						
139,757137	-0,083933						
139,798337	-0,094749						
139,849702	-0,083933						
139,907665	-0,105565						
139,952163	-0,116381						
140,000229	-0,105565						
140,041697	-0,116381						
140,096361	-0,105565						
140,144696	-0,116381						
140,202927	-0,116381						
140,25786	-0,116381						
140,309494	-0,116381						
140,357829	-0,105565						
140,422927	-0,083933						
140,484726	-0,105565						
140,543226	-0,083933						
140,59486	-0,062301						
140,653091	-0,051485						
140,708024	-0,051485						
140,759658	-0,073117						
140,814322	-0,040669						
140,852491	-0,051485						
140,910454	-0,073117						
140,945055	-0,062301						
140,99642	-0,073117						
141,030753	-0,083933						
141,065355	-0,073117						
141,11975	-0,083933						
141,147485	-0,083933						
141,182087	-0,083933						
141,219718	-0,083933						
141,260918	-0,073117						
141,295251	-0,062301						
141,333151	-0,083933						
141,387815	-0,062301						
141,43615	-0,062301						
141,477618	-0,040669						
141,519086	-0,019036						
141,594081	-0,029853						
141,666046	-0,040669						
141,717948	-0,040669						
141,789913	-0,040669						
141,862147	-0,040669						
141,93741	-0,062301						
142,002508	-0,051485						
142,074742	-0,073117						
142,13984	-0,062301						
142,19834	-0,040669						
142,256572	-0,062301						
142,311504	-0,051485						
142,366437	-0,051485						
142,414503	-0,040669						
142,452403	-0,029853						
142,493872	-0,029853						
142,541669	-0,029853						
142,569404	-0,029853						
142,597139	-0,029853						
142,628173	-0,019036						
142,662506	-0,019036						
142,703437	-0,051485						
142,727873	-0,062301						
142,765505	-0,040669						
142,813302	-0,051485						
142,851202	-0,040669						
142,902567	-0,040669						
142,960799	-0,040669						
143,012433	-0,062301						
143,077531	-0,062301						
143,13933	-0,040669						
143,207996	-0,040669						
143,276661	-0,040669						
143,348895	-0,019036						
143,414262	-0,029853						
143,489525	0,002596						
143,55846	0,002596						
143,627126	-0,00822						
143,689194	-0,00822						
143,744395	0,002596						
143,81636	0,002596						
143,874591	-0,00822						
143,922657	0,002596						
143,970723	-0,019036						
144,018789	-0,019036						
144,066587	-0,040669						
144,097621	-0,019036						
144,131685	-0,019036						
144,155852	-0,029853						
144,176721	-0,019036						
144,217651	-0,029853						
144,255552	-0,029853						
144,289885	-0,019036						
144,320919	-0,00822						
144,351953	0,013412						
144,393152	0,002596						
144,448085	-0,00822						
144,503017	0,024228						
144,551083	0,013412						
144,602717	0,002596						
144,671383	0,013412						
144,743079	0,013412						
144,80131	0,013412						
144,863378	0,013412						
144,928476	0,013412						
144,986977	0,002596						
145,048776	0,002596						
145,110575	-0,029853						
145,172106	0,002596						
145,227038	0,002596						
145,268506	0,002596						
145,316572	0,002596						
145,357772	0,002596						
145,392374	0,024228						
145,430005	0,002596						
145,461308	0,056676						
145,495641	0,024228						
145,547006	0,035044						
145,588205	0,035044						
145,619239	0,056676						
145,653572	0,056676						
145,698071	0,04586						
145,742838	0,035044						
145,804368	0,067493						
145,845568	0,024228						
145,900232	0,035044						
145,948566	0,035044						
146,010366	0,013412						
146,068597	0,013412						
146,127097	0,04586						
146,192195	0,013412						
146,253995	0,013412						
146,305628	0,024228						
146,357262	0,024228						
146,412463	0,024228						
146,470695	0,056676						
146,528926	0,04586						
146,567096	0,04586						
146,625327	0,067493						
146,676692	0,067493						
146,714593	0,067493						
146,748926	0,056676						
146,783259	0,078309						
146,824458	0,04586						
146,865658	0,04586						
146,910156	0,056676						
146,944489	0,024228						
146,988718	0,035044						
147,020021	0,04586						
147,074954	0,04586						
147,12302	0,04586						
147,171086	0,056676						
147,219152	0,056676						
147,274353	0,04586						
147,34275	0,067493						
147,381188	0,067493						
147,452884	0,078309						
147,518251	0,089125						
147,586917	0,089125						
147,635252	0,078309						
147,697051	0,089125						
147,762149	0,110757						
147,820381	0,067493						
147,85855	0,078309						
147,919812	0,078309						
147,964579	0,078309						
148,012645	0,056676						
148,060442	0,056676						
148,094775	0,056676						
148,119211	0,056676						
148,170307	0,056676						
148,20464	0,04586						
148,235674	0,067493						
148,270007	0,067493						
148,30434	0,078309						
148,328776	0,067493						
148,380141	0,110757						
148,42134	0,089125						
148,462809	0,110757						
148,510875	0,110757						
148,565807	0,110757						
148,630905	0,078309						
148,67924	0,089125						
148,74407	0,089125						
148,805869	0,078309						
148,871236	0,078309						
148,936065	0,078309						
148,994565	0,078309						
149,053066	0,089125						
149,107998	0,089125						
149,162931	0,089125						
149,214564	0,099941						
149,269497	0,110757						
149,320862	0,089125						
149,36233	0,132389						
149,417263	0,110757						
149,46203	0,121573						
149,506797	0,110757						
149,54113	0,132389						
149,578762	0,110757						
149,609796	0,121573						
149,637531	0,132389						
149,685059	0,121573						
149,716093	0,121573						
149,750426	0,110757						
149,784759	0,110757						
149,82569	0,121573						
149,860023	0,110757						
149,908089	0,099941						
149,963021	0,132389						
150,011087	0,143205						
150,069319	0,121573						
150,12452	0,132389						
150,18632	0,121573						
150,237953	0,143205						
150,309918	0,154022						
150,365388	0,154022						
150,440652	0,154022						
150,495853	0,175654						
150,557652	0,175654						
150,619451	0,154022						
150,684281	0,164838						
150,735915	0,175654						
150,783981	0,154022						
150,835346	0,132389						
150,883412	0,164838						
150,924611	0,164838						
150,958944	0,154022						
151,003711	0,143205						
151,044911	0,175654						
151,079243	0,143205						
151,124011	0,154022						
151,161911	0,154022						
151,223442	0,154022						
151,258312	0,154022						
151,326709	0,175654						
151,378343	0,197286						
151,443441	0,18647						
151,491776	0,197286						
151,560173	0,218918						
151,611806	0,197286						
151,670307	0,197286						
151,735405	0,175654						
151,783471	0,197286						
151,848569	0,175654						
151,903501	0,175654						
151,955135	0,18647						
152,013367	0,175654						
152,064732	0,175654						
152,116634	0,18647						
152,161401	0,175654						
152,209198	0,175654						
152,253966	0,208102						
152,305331	0,18647						
152,346799	0,208102						
152,384699	0,208102						
152,425899	0,218918						
152,467098	0,218918						
152,508566	0,208102						
152,549766	0,218918						
152,60443	0,218918						
152,649197	0,218918						
152,693964	0,229734						
152,755495	0,229734						
152,810158	0,197286						
152,855194	0,197286						
152,910127	0,208102						
152,975225	0,197286						
153,033457	0,18647						
153,085359	0,197286						
153,150188	0,229734						
153,215555	0,208102						
153,277354	0,208102						
153,332287	0,229734						
153,38722	0,240551						
153,435554	0,218918						
153,477023	0,218918						
153,521521	0,229734						
153,566288	0,229734						
153,60089	0,229734						
153,655554	0,229734						
153,696753	0,251367						
153,74455	0,229734						
153,779152	0,208102						
153,826949	0,229734						
153,875015	0,218918						
153,912916	0,218918						
153,964281	0,229734						
154,012347	0,240551						
154,063981	0,218918						
154,115346	0,218918						
154,170278	0,218918						
154,222181	0,240551						
154,283711	0,218918						
154,338912	0,229734						
154,400712	0,229734						
154,452345	0,240551						
154,507278	0,251367						
154,56551	0,262183						
154,610277	0,272999						
154,665209	0,262183						
154,713275	0,262183						
154,751176	0,272999						
154,799242	0,272999						
154,850338	0,251367						
154,891538	0,262183						
154,936305	0,262183						
154,980803	0,272999						
155,032168	0,262183						
155,076935	0,272999						
155,108238	0,262183						
155,169768	0,262183						
155,210968	0,262183						
155,252436	0,262183						
155,290337	0,262183						
155,345	0,283815						
155,3862	0,283815						
155,4241	0,283815						
155,472166	0,283815						
155,513366	0,305447						
155,568299	0,294631						
155,609767	0,294631						
155,671297	0,305447						
155,732828	0,305447						
155,781162	0,294631						
155,846261	0,283815						
155,90806	0,294631						
155,959693	0,294631						
156,02506	0,294631						
156,093457	0,294631						
156,14839	0,283815						
156,210189	0,305447						
156,265391	0,305447						
156,326921	0,32708						
156,378555	0,305447						
156,426621	0,32708						
156,478254	0,305447						
156,516155	0,359528						
156,554056	0,316263						
156,591956	0,348712						
156,636454	0,316263						
156,670787	0,32708						
156,701821	0,305447						
156,743021	0,32708						
156,783952	0,316263						
156,821852	0,32708						
156,869918	0,316263						
156,914685	0,32708						
156,96605	0,348712						
157,017684	0,32708						
157,075915	0,316263						
157,137715	0,337896						
157,199514	0,348712						
157,254446	0,337896						
157,316246	0,348712						
157,36458	0,359528						
157,42638	0,348712						
157,474446	0,370344						
157,536245	0,359528						
157,577713	0,38116						
157,635945	0,359528						
157,677144	0,370344						
157,715045	0,38116						
157,763111	0,359528						
157,807609	0,38116						
157,852107	0,359528						
157,883141	0,337896						
157,924341	0,337896						
157,972407	0,32708						
158,013606	0,348712						
158,058105	0,370344						
158,092706	0,348712						
158,140772	0,370344						
158,189107	0,370344						
158,250638	0,370344						
158,298972	0,370344						
158,360503	0,38116						
158,405808	0,38116						
158,487669	0,391976						
158,532705	0,391976						
158,611267	0,402792						
158,669768	0,38116						
158,738165	0,435241						
158,793366	0,413609						
158,865331	0,402792						
158,916964	0,402792						
158,982063	0,402792						
159,02683	0,402792						
159,068298	0,413609						
159,116095	0,402792						
159,160594	0,391976						
159,188329	0,402792						
159,219363	0,391976						
159,250128	0,413609						
159,274295	0,413609						
159,298463	0,413609						
159,322361	0,413609						
159,34323	0,413609						
159,373995	0,413609						
159,394863	0,413609						
159,428928	0,413609						
159,473695	0,402792						
159,511595	0,413609						
159,566259	0,413609						
159,607727	0,424425						
159,669258	0,413609						
159,744521	0,413609						
159,806321	0,413609						
159,878285	0,424425						
159,94722	0,413609						
160,016154	0,402792						
160,098284	0,424425						
160,174086	0,424425						
160,249618	0,435241						
160,32515	0,413609						
160,400683	0,435241						
160,46605	0,435241						
160,527849	0,467689						
160,593216	0,446057						
160,641282	0,456873						
160,686049	0,456873						
160,733846	0,456873						
160,758551	0,467689						
160,806348	0,456873						
160,84398	0,456873						
160,878313	0,446057						
160,898913	0,456873						
160,926379	0,446057						
160,950546	0,435241						
160,988178	0,435241						
161,02581	0,446057						
161,056844	0,435241						
161,094476	0,456873						
161,129077	0,467689						
161,170277	0,467689						
161,225209	0,467689						
161,280142	0,478505						
161,335075	0,478505						
161,396874	0,500138						
161,46554	0,489321						
161,527339	0,500138						
161,592437	0,489321						
161,650937	0,500138						
161,712736	0,510954						
161,771237	0,500138						
161,822602	0,489321						
161,884401	0,478505						
161,939333	0,478505						
161,990967	0,489321						
162,035466	0,478505						
162,086831	0,489321						
162,128299	0,467689						
162,169498	0,478505						
162,207399	0,500138						
162,255196	0,510954						
162,289798	0,52177						
162,330997	0,500138						
162,369166	0,510954						
162,416964	0,543402						
162,461731	0,510954						
162,509797	0,510954						
162,56473	0,532586						
162,616363	0,532586						
162,674595	0,52177						
162,729527	0,52177						
162,787759	0,510954						
162,839393	0,532586						
162,897624	0,500138						
162,955856	0,52177						
163,010788	0,52177						
163,055555	0,532586						
163,10692	0,510954						
163,155255	0,543402						
163,206889	0,532586						
163,254955	0,554218						
163,303021	0,543402						
163,340922	0,554218						
163,388988	0,554218						
163,430456	0,554218						
163,468088	0,565034						
163,505988	0,57585						
163,54362	0,554218						
163,574654	0,565034						
163,612554	0,532586						
163,657053	0,543402						
163,694685	0,532586						
163,739183	0,543402						
163,787249	0,543402						
163,832016	0,554218						
163,890248	0,543402						
163,935015	0,554218						
164,003412	0,565034						
164,061912	0,586667						
164,117114	0,57585						
164,175614	0,586667						
164,234114	0,586667						
164,316244	0,57585						
164,381611	0,608299						
164,433514	0,597483						
164,50521	0,597483						
164,567009	0,586667						
164,62221	0,586667						
164,677143	0,586667						
164,735374	0,565034						
164,776574	0,57585						
164,827939	0,57585						
164,869407	0,57585						
164,920503	0,586667						
164,955105	0,586667						
164,996304	0,565034						
165,034205	0,57585						
165,082002	0,597483						
165,113305	0,57585						
165,16467	0,597483						
165,199271	0,608299						
165,257503	0,619115						
165,30227	0,597483						
165,357203	0,619115						
165,412135	0,629931						
165,456902	0,629931						
165,508536	0,619115						
165,570066	0,629931						
165,628567	0,629931						
165,693396	0,608299						
165,74503	0,608299						
165,803261	0,629931						
165,854895	0,619115						
165,909828	0,608299						
165,961461	0,619115						
166,019693	0,640747						
166,071327	0,629931						
166,116094	0,608299						
166,150695	0,629931						
166,20206	0,619115						
166,246827	0,619115						
166,288027	0,629931						
166,339392	0,640747						
166,370695	0,651563						
166,415193	0,662379						
166,463259	0,651563						
166,514624	0,640747						
166,56269	0,662379						
166,617623	0,662379						
166,672287	0,662379						
166,72392	0,640747						
166,771986	0,662379						
166,820052	0,651563						
166,871686	0,629931						
166,926619	0,651563						
166,988149	0,640747						
167,032916	0,662379						
167,074384	0,651563						
167,135915	0,640747						
167,177383	0,662379						
167,215284	0,673196						
167,260051	0,673196						
167,307848	0,684012						
167,34245	0,684012						
167,373484	0,673196						
167,414683	0,694828						
167,452315	0,694828						
167,483349	0,705644						
167,524548	0,694828						
167,565479	0,684012						
167,606679	0,684012						
167,64128	0,673196						
167,692645	0,662379						
167,737144	0,662379						
167,788777	0,673196						
167,830245	0,662379						
167,888477	0,684012						
167,956874	0,673196						
168,012075	0,684012						
168,08404	0,705644						
168,145839	0,673196						
168,211206	0,71646						
168,276573	0,71646						
168,34194	0,727276						
168,407307	0,727276						
168,472405	0,705644						
168,537503	0,705644						
168,592704	0,727276						
168,647637	0,71646						
168,695703	0,727276						
168,7435	0,705644						
168,778102	0,71646						
168,815734	0,705644						
168,863531	0,694828						
168,891266	0,71646						
168,922031	0,705644						
168,956633	0,694828						
168,994265	0,705644						
169,02503	0,705644						
169,059632	0,727276						
169,090666	0,727276						
169,124998	0,738092						
169,162899	0,738092						
169,204098	0,727276						
169,255463	0,748908						
169,296932	0,738092						
169,344998	0,738092						
169,396631	0,738092						
169,454863	0,748908						
169,519961	0,71646						
169,58176	0,727276						
169,646858	0,727276						
169,718823	0,738092						
169,780622	0,748908						
169,845989	0,738092						
169,911087	0,748908						
169,973155	0,748908						
170,038253	0,770541						
170,096753	0,781357						
170,151955	0,792173						
170,216784	0,738092						
170,258521	0,770541						
170,313454	0,792173						
170,365087	0,781357						
170,413154	0,792173						
170,460951	0,781357						
170,495284	0,770541						
170,523019	0,770541						
170,553784	0,770541						
170,577951	0,770541						
170,618882	0,781357						
170,64305	0,770541						
170,680681	0,759725						
170,718313	0,759725						
170,746048	0,770541						
170,797413	0,770541						
170,848778	0,748908						
170,900412	0,781357						
170,962211	0,770541						
171,024279	0,792173						
171,086078	0,813805						
171,151445	0,802989						
171,220111	0,813805						
