Déplacement en Z corrigé (µm)	Effort normal (mN)
115,117902	0,016008
115,179701	-0,005624
115,237933	-0,016441
115,299732	-0,005624
115,368129	-0,038073
115,419763	-0,016441
115,46453	-0,016441
115,515895	-0,005624
115,557363	-0,005624
115,608728	-0,005624
115,649928	-0,016441
115,684529	-0,005624
115,718862	-0,016441
115,766928	-0,005624
115,808128	-0,005624
115,846028	-0,005624
115,886959	-0,016441
115,92486	-0,027257
115,972926	-0,038073
116,027858	-0,016441
116,072357	0,005192
116,120423	-0,005624
116,171788	-0,027257
116,233587	-0,038073
116,288519	-0,027257
116,346751	-0,027257
116,401952	-0,038073
116,470349	-0,016441
116,535716	-0,027257
116,584051	-0,027257
116,662882	-0,027257
116,714785	-0,048889
116,776315	-0,027257
116,831248	0,005192
116,882881	-0,016441
116,934246	-0,027257
116,979014	-0,005624
117,020213	0,026824
117,061412	-0,005624
117,095745	0,005192
117,133646	-0,005624
117,174577	-0,016441
117,205342	-0,016441
117,243242	-0,027257
117,287472	-0,016441
117,32894	-0,016441
117,377006	-0,016441
117,414907	-0,027257
117,462973	-0,005624
117,517905	-0,005624
117,583004	-0,038073
117,634637	-0,016441
117,699735	0,005192
117,765102	0,005192
117,826901	0,005192
117,888701	0,026824
117,960665	0,016008
118,025763	0,048456
118,083995	0,016008
118,13233	0,016008
118,187531	0,005192
118,238896	0,005192
118,29356	0,005192
118,338058	0,005192
118,375959	-0,016441
118,424025	-0,005624
118,468523	-0,005624
118,496258	0,005192
118,540757	-0,016441
118,581956	-0,005624
118,630022	-0,005624
118,684686	0,005192
118,726154	-0,005624
118,757457	0,026824
118,812121	0,005192
118,870352	0,016008
118,911821	-0,005624
118,94999	-0,005624
119,007953	0,005192
119,059586	-0,005624
119,117818	-0,005624
119,169183	-0,005624
119,224116	-0,016441
119,282347	-0,016441
119,333981	-0,016441
119,388913	-0,027257
119,43698	-0,027257
119,495211	-0,027257
119,550412	-0,027257
119,598478	-0,016441
119,649575	-0,016441
119,691043	0,016008
119,732511	0,005192
119,780577	-0,005624
119,828643	-0,016441
119,863245	-0,016441
119,907743	0,005192
119,939046	-0,016441
119,990142	-0,016441
120,031342	-0,048889
120,07584	-0,016441
120,123906	-0,027257
120,171972	-0,027257
120,220038	-0,038073
120,274702	-0,027257
120,326336	-0,048889
120,388135	-0,038073
120,439769	-0,027257
120,508166	-0,016441
120,573532	-0,016441
120,642198	-0,016441
120,700699	-0,005624
120,75893	0,016008
120,810832	-0,016441
120,872363	0,005192
120,923997	0,016008
120,985527	0,016008
121,033593	0,005192
121,07836	-0,005624
121,122859	-0,016441
121,164058	-0,005624
121,198391	-0,027257
121,236023	-0,016441
121,277222	-0,016441
121,311555	-0,038073
121,349187	-0,027257
121,38352	-0,005624
121,410986	-0,016441
121,445319	-0,038073
121,48322	-0,016441
121,531286	-0,016441
121,562588	-0,038073
121,607087	-0,005624
121,658452	0,016008
121,716683	-0,005624
121,771616	-0,005624
121,819951	-0,005624
121,881481	0,005192
121,94328	-0,005624
122,014976	0,005192
122,066879	-0,016441
122,131977	-0,038073
122,193776	-0,016441
122,258874	-0,027257
122,310508	-0,016441
122,372038	-0,038073
122,430539	-0,016441
122,482172	-0,027257
122,526939	-0,005624
122,575005	-0,027257
122,623071	-0,027257
122,660972	-0,016441
122,695574	-0,005624
122,74667	0,005192
122,781271	-0,005624
122,812305	-0,005624
122,853505	-0,005624
122,90487	0,005192
122,949368	0,005192
123,000733	-0,005624
123,0455	-0,005624
123,100164	-0,005624
123,151798	-0,016441
123,206731	-0,016441
123,268261	-0,016441
123,326761	-0,016441
123,375096	-0,027257
123,433328	-0,016441
123,501725	-0,016441
123,556926	-0,005624
123,604992	0,005192
123,666522	-0,016441
123,711558	-0,005624
123,753027	0,005192
123,80769	0,016008
123,855756	0,016008
123,903823	0,005192
123,94859	0,016008
123,993088	0,005192
124,024122	-0,005624
124,071919	0,005192
124,119717	0,005192
124,154318	-0,005624
124,198817	-0,027257
124,236717	-0,005624
124,291381	-0,038073
124,332849	-0,038073
124,391081	-0,016441
124,439416	-0,016441
124,500946	-0,005624
124,555879	-0,005624
124,607512	-0,005624
124,659146	-0,016441
124,717646	-0,016441
124,775878	-0,005624
124,837677	0,005192
124,899476	-0,005624
124,95111	-0,005624
125,019776	-0,005624
125,078007	-0,016441
125,13294	-0,016441
125,187872	-0,027257
125,252971	-0,038073
125,301037	-0,038073
125,349103	-0,027257
125,397169	-0,048889
125,448534	-0,027257
125,493301	-0,027257
125,541367	-0,016441
125,579267	-0,038073
125,617168	-0,027257
125,664965	-0,016441
125,709732	-0,005624
125,7545	-0,027257
125,7924	-0,016441
125,840466	-0,005624
125,891831	-0,016441
125,936598	-0,027257
125,99483	-0,005624
126,046195	-0,027257
126,104695	-0,038073
126,159628	-0,027257
126,224726	-0,038073
126,293123	-0,048889
126,348324	-0,027257
126,42002	-0,016441
126,474953	-0,027257
126,523287	-0,016441
126,57822	-0,027257
126,629854	-0,038073
126,671053	-0,027257
126,719119	-0,016441
126,777351	-0,005624
126,81855	-0,027257
126,863317	-0,027257
126,901218	-0,016441
126,952583	-0,027257
126,993782	-0,016441
127,034982	-0,027257
127,07948	-0,027257
127,12068	-0,027257
127,165178	-0,038073
127,216543	-0,027257
127,264609	-0,038073
127,309376	-0,038073
127,36404	-0,038073
127,419241	-0,038073
127,474174	-0,016441
127,525808	-0,038073
127,587338	-0,016441
127,645838	-0,005624
127,704339	-0,016441
127,755972	-0,005624
127,82437	0,005192
127,88287	-0,005624
127,934503	-0,016441
127,992735	0,016008
128,050967	0,005192
128,099301	0,016008
128,153965	-0,005624
128,20533	-0,027257
128,250097	0,005192
128,301462	0,016008
128,345961	-0,005624
128,373696	-0,016441
128,40473	-0,016441
128,442361	-0,027257
128,473395	-0,038073
128,511027	-0,027257
128,555526	-0,027257
128,58656	-0,027257
128,62446	-0,016441
128,662361	0,016008
128,717025	-0,005624
128,771957	0,026824
128,823591	0,016008
128,888689	0,016008
128,947189	0,026824
129,012287	0,016008
129,074087	0,016008
129,135886	-0,005624
129,20785	-0,005624
129,266351	-0,005624
129,324582	-0,016441
129,386382	-0,005624
129,448181	0,005192
129,503113	-0,016441
129,544582	-0,005624
129,599245	-0,005624
129,640714	0,016008
129,678614	-0,005624
129,723113	-0,005624
129,754147	0,016008
129,792047	0,016008
129,836545	0,03764
129,881044	0,026824
129,912347	0,005192
129,949978	0,005192
129,987879	0,016008
130,049409	0,005192
130,11094	0,016008
130,155976	-0,016441
130,193876	-0,016441
130,262273	-0,016441
130,320505	-0,016441
130,368571	-0,016441
130,426802	-0,016441
130,485034	-0,005624
130,536668	0,005192
130,5916	0,005192
130,639666	-0,005624
130,6913	0,026824
130,736336	0,016008
130,791	0,016008
130,829169	-0,005624
130,880534	0,03764
130,9286	0,005192
130,973367	0,005192
131,024732	-0,005624
131,072798	-0,005624
131,120595	-0,005624
131,168661	0,005192
131,209861	-0,005624
131,254359	-0,005624
131,29226	-0,016441
131,33016	-0,005624
131,391691	-0,027257
131,436458	-0,027257
131,484524	-0,005624
131,525992	-0,016441
131,601256	-0,016441
131,656188	-0,016441
131,704523	-0,005624
131,766322	0,005192
131,82839	0,026824
131,893488	0,026824
131,961886	0,026824
132,030551	0,005192
132,089052	0,016008
132,15415	0,016008
132,205783	0,005192
132,270613	0,005192
132,325545	-0,005624
132,366745	-0,005624
132,414811	0,005192
132,45601	-0,027257
132,49721	0,005192
132,528244	-0,005624
132,559278	-0,005624
132,586744	-0,016441
132,624376	-0,005624
132,648812	-0,016441
132,69331	-0,016441
132,73451	-0,005624
132,775441	0,005192
132,803444	-0,005624
132,854541	0,016008
132,909473	0,016008
132,967705	0,005192
133,022637	-0,005624
133,07757	-0,005624
133,142937	-0,005624
133,214902	0,005192
133,283567	-0,016441
133,355532	-0,027257
133,420899	-0,027257
133,496162	-0,016441
133,564828	-0,005624
133,626896	-0,016441
133,685128	-0,005624
133,74006	0,005192
133,80186	0,016008
133,853493	0,026824
133,891394	0,005192
133,925995	0,03764
133,960328	0,026824
134,001528	0,016008
134,035592	0,005192
134,059759	0,016008
134,087226	0,005192
134,111124	-0,005624
134,138591	0,005192
134,169356	0,005192
134,203689	0,005192
134,234723	-0,027257
134,285819	-0,027257
134,317122	-0,016441
134,36162	-0,038073
134,409686	-0,016441
134,467918	-0,027257
134,519551	-0,016441
134,584649	-0,005624
134,646449	-0,005624
134,711815	-0,005624
134,777182	0,016008
134,849147	0,016008
134,918081	0,016008
134,986747	0,005192
135,058712	0,016008
135,130677	0,005192
135,199342	-0,005624
135,261142	-0,016441
135,319642	-0,005624
135,381172	-0,016441
135,439404	-0,016441
135,48747	-0,016441
135,532237	-0,027257
135,570138	-0,016441
135,614636	-0,016441
135,652537	-0,005624
135,690437	-0,005624
135,721471	0,005192
135,766238	0,016008
135,814035	0,016008
135,845338	0,016008
135,88297	0,026824
135,927468	0,026824
135,978833	0,016008
136,0236	0,005192
136,068099	0,005192
136,112597	0,005192
136,150498	0,016008
136,20543	-0,005624
136,253496	-0,005624
136,311459	-0,005624
136,366392	-0,016441
136,411159	0,005192
136,472689	0,005192
136,521024	-0,005624
136,572389	0,005192
136,617156	-0,016441
136,661923	0,026824
136,709989	0,005192
136,758056	0,005192
136,799524	0,005192
136,854456	0,005192
136,902522	-0,016441
136,953887	0,016008
137,005521	-0,027257
137,063753	-0,016441
137,121984	-0,005624
137,180216	0,005192
137,238716	-0,027257
137,296947	-0,016441
137,35188	-0,005624
137,413679	-0,027257
137,471911	0,005192
137,523545	-0,005624
137,585344	-0,027257
137,636977	0,005192
137,69191	-0,027257
137,75041	-0,038073
137,795177	-0,005624
137,85011	0,016008
137,898176	-0,005624
137,936077	-0,005624
137,984143	0,005192
138,021775	0,016008
138,066273	0,005192
138,093739	-0,016441
138,128072	-0,005624
138,159106	-0,016441
138,200037	-0,016441
138,23437	-0,016441
138,275569	-0,016441
138,313201	-0,016441
138,347803	-0,027257
138,395869	-0,048889
138,447234	-0,016441
138,498867	-0,016441
138,560398	-0,016441
138,602135	-0,005624
138,670532	0,005192
138,732331	-0,005624
138,79413	0,005192
138,862796	0,005192
138,938059	0,016008
138,983095	-0,016441
139,064957	0,005192
139,123457	0,005192
139,175091	0,005192
139,219858	-0,016441
139,291554	-0,016441
139,336321	-0,027257
139,381088	-0,027257
139,428885	-0,027257
139,460188	-0,027257
139,504686	-0,027257
139,552484	-0,005624
139,583787	-0,005624
139,641749	-0,016441
139,686248	-0,016441
139,724417	-0,005624
139,765885	-0,005624
139,820549	-0,005624
139,868615	0,005192
139,913382	0,016008
139,958149	-0,005624
140,009514	0,005192
140,071045	-0,016441
140,115812	0,005192
140,174043	-0,016441
140,222109	-0,016441
140,283909	-0,027257
140,338841	-0,016441
140,393774	-0,027257
140,452005	-0,005624
140,513536	-0,016441
140,558572	-0,005624
140,613504	0,005192
140,668437	0,016008
140,713204	-0,005624
140,757971	0,005192
140,809336	0,016008
140,854103	0,026824
140,902169	0,03764
140,94007	0,026824
140,991166	0,005192
141,025768	0,016008
141,066967	-0,005624
141,1013	0,005192
141,149097	-0,027257
141,190297	-0,027257
141,227929	-0,016441
141,275995	-0,038073
141,317194	-0,048889
141,36526	-0,027257
141,413326	-0,005624
141,461661	-0,005624
141,52346	-0,016441
141,581692	-0,005624
141,643491	0,026824
141,708858	-0,005624
141,777524	0,03764
141,839323	0,016008
141,897823	0,026824
141,96319	0,005192
142,02472	-0,005624
142,076354	0,005192
142,144751	0,005192
142,193086	0,005192
142,24775	-0,005624
142,302682	-0,005624
142,354047	0,005192
142,391948	-0,005624
142,436446	-0,027257
142,471048	-0,005624
142,50868	-0,016441
142,539714	-0,027257
142,577614	-0,016441
142,608648	-0,016441
142,649579	0,03764
142,68748	-0,016441
142,72538	-0,005624
142,770147	0,005192
142,814914	-0,005624
142,873146	-0,005624
142,934676	0,005192
143,000043	-0,005624
143,06844	-0,005624
143,12694	-0,016441
143,205503	-0,027257
143,281035	-0,005624
143,346402	0,005192
143,414799	-0,005624
143,493631	-0,016441
143,555698	-0,005624
143,6109	-0,005624
143,679566	-0,005624
143,737797	-0,016441
143,789431	-0,005624
143,8276	0,005192
143,885563	0,016008
143,920433	0,005192
143,961364	0,005192
143,992398	-0,005624
144,026462	0,005192
144,064094	-0,005624
144,095128	0,016008
144,136327	-0,016441
144,17066	-0,005624
144,208292	-0,016441
144,242625	-0,016441
144,280525	-0,038073
144,338757	-0,027257
144,393421	-0,016441
144,441756	-0,027257
144,493121	-0,016441
144,558219	0,005192
144,616719	-0,016441
144,671652	0,005192
144,71009	0,005192
144,79525	0,005192
144,85375	0,005192
144,905384	0,016008
144,970482	0,016008
145,025415	0,005192
145,077048	0,016008
145,13528	0,005192
145,183346	0,016008
145,234711	0,005192
145,279209	-0,005624
145,313811	-0,016441
145,351712	0,005192
145,39621	-0,005624
145,440708	-0,016441
145,485475	-0,027257
145,526675	-0,016441
145,561008	-0,027257
145,605506	-0,005624
145,650273	0,005192
145,69504	-0,005624
145,732941	0,016008
145,784306	0,026824
145,832372	0,016008
145,89747	0,026824
145,942237	0,016008
146,000469	0,016008
146,048804	0,026824
146,1205	0,016008
146,179	-0,005624
146,237231	-0,005624
146,292164	0,005192
146,353694	0,005192
146,405328	-0,005624
146,450095	-0,027257
146,508327	-0,016441
146,553094	0,005192
146,594562	-0,005624
146,642359	-0,005624
146,670094	-0,005624
146,711294	0,016008
146,75936	0,005192
146,800559	0,016008
146,831593	0,005192
146,865926	0,005192
146,910425	-0,005624
146,955192	-0,005624
147,006557	0,016008
147,051324	0,005192
147,102689	-0,005624
147,154054	-0,005624
147,219152	0,005192
147,274353	-0,027257
147,332585	-0,027257
147,404549	-0,027257
147,469648	-0,005624
147,528148	-0,005624
147,586379	-0,005624
147,641581	-0,005624
147,700081	-0,005624
147,751446	-0,005624
147,792914	0,026824
147,837681	0,005192
147,889046	0,005192
147,933813	0,026824
147,971445	0,026824
148,012645	0,005192
148,050545	0,005192
148,088177	-0,005624
148,129108	-0,016441
148,170307	-0,005624
148,201341	-0,027257
148,242541	-0,016441
148,287039	-0,027257
148,334836	-0,027257
148,379603	-0,027257
148,421072	-0,038073
148,472437	-0,038073
148,534236	-0,027257
148,589168	-0,016441
148,637503	-0,027257
148,702601	-0,027257
148,767968	0,005192
148,8262	-0,016441
148,887999	0,005192
148,94623	0,016008
149,00803	0,016008
149,056364	0,026824
149,107729	0,005192
149,165961	0,016008
149,220894	0,005192
149,265661	-0,005624
149,323624	-0,027257
149,37169	-0,016441
149,426622	-0,005624
149,461224	-0,016441
149,495557	-0,016441
149,52989	-0,038073
149,564222	-0,038073
149,598555	0,005192
149,639755	-0,016441
149,657324	0,005192
149,705122	-0,027257
149,739455	-0,005624
149,774056	0,005192
149,815256	-0,005624
149,876786	0,005192
149,924852	0,016008
149,976217	0,005192
150,034449	0,005192
150,092949	-0,005624
150,161346	-0,016441
150,21298	-0,016441
150,284944	-0,016441
150,346744	-0,027257
150,415409	-0,027257
150,480507	-0,027257
150,542307	-0,027257
150,59394	-0,005624
150,645574	-0,005624
150,703806	0,005192
150,751872	0,016008
150,783174	0,005192
150,830972	0,005192
150,87244	0,005192
150,91034	-0,005624
150,95154	-0,016441
150,98944	0,005192
151,044104	-0,016441
151,082005	-0,016441
151,140236	-0,016441
151,191601	-0,027257
151,259998	-0,027257
151,311632	-0,016441
151,363266	-0,038073
151,428364	-0,016441
151,483296	-0,027257
151,544827	-0,038073
151,59976	-0,005624
151,641497	-0,016441
151,703027	-0,005624
151,751362	-0,027257
151,816191	-0,005624
151,864526	-0,005624
151,91616	-0,005624
151,967525	-0,027257
152,019158	-0,016441
152,070792	-0,016441
152,129024	-0,016441
152,170223	-0,016441
152,228455	-0,027257
152,279819	-0,027257
152,321019	-0,027257
152,369085	-0,048889
152,413583	-0,016441
152,461649	-0,027257
152,509715	-0,038073
152,557781	-0,027257
152,59925	-0,027257
152,647316	-0,016441
152,698949	0,005192
152,743717	-0,005624
152,801948	0,005192
152,850014	0,005192
152,911813	-0,005624
152,970045	0,005192
153,028276	0,026824
153,076611	0,005192
153,151875	-0,016441
153,206807	-0,016441
153,26174	-0,005624
153,319972	-0,016441
153,374904	-0,016441
153,419671	-0,027257
153,474335	-0,016441
153,508937	-0,027257
153,560302	-0,027257
153,611667	-0,038073
153,642969	-0,027257
153,687468	-0,038073
153,725368	-0,016441
153,780032	0,016008
153,8215	-0,016441
153,8627	0,005192
153,910766	-0,016441
153,96543	-0,005624
154,017064	0,016008
154,06513	0,016008
154,120062	-0,005624
154,174995	-0,005624
154,233226	0,005192
154,288159	-0,016441
154,349958	-0,027257
154,411489	-0,027257
154,456525	-0,027257
154,514756	-0,038073
154,566121	-0,027257
154,617755	-0,027257
154,665821	-0,027257
154,710588	-0,016441
154,752056	-0,016441
154,796554	-0,005624
154,834455	0,016008
154,882521	0,016008
154,933886	0,016008
154,978653	0,026824
155,013255	0,026824
155,067919	-0,005624
155,129449	0,016008
155,170649	-0,016441
155,215416	-0,027257
155,266781	-0,027257
155,30798	-0,027257
155,359345	-0,027257
155,397246	-0,016441
155,441744	-0,038073
155,482943	-0,038073
155,534308	-0,027257
155,585942	-0,005624
155,637307	-0,016441
155,678775	-0,005624
155,730678	-0,005624
155,802374	0,005192
155,850708	0,026824
155,912239	0,016008
155,977606	0,005192
156,032807	0,016008
156,094606	0,005192
156,156137	0,005192
156,217936	0,005192
156,276436	-0,016441
156,337967	-0,027257
156,396198	-0,005624
156,444264	-0,027257
156,49233	-0,027257
156,543695	-0,027257
156,581596	-0,027257
156,622795	-0,005624
156,657128	-0,016441
156,695029	-0,027257
156,736228	0,005192
156,767262	-0,016441
156,801864	0,005192
156,84993	-0,005624
156,891129	0,005192
156,935896	0,005192
156,990829	-0,005624
157,055658	-0,016441
157,11086	-0,005624
157,175689	-0,005624
157,233921	-0,027257
157,29572	-0,016441
157,357519	-0,027257
157,412452	-0,027257
157,464085	-0,027257
157,525616	-0,038073
157,580549	-0,027257
157,625316	-0,027257
157,666784	-0,016441
157,718149	-0,005624
157,762916	-0,027257
157,804115	-0,027257
157,842016	-0,016441
157,876618	-0,005624
157,914249	-0,005624
157,965614	-0,016441
158,010381	-0,027257
158,05488	-0,016441
158,089213	-0,048889
158,137279	-0,038073
158,198809	-0,027257
158,257041	-0,038073
158,298509	-0,027257
158,353173	-0,048889
158,421839	-0,048889
158,476771	-0,027257
158,53857	-0,048889
158,593772	-0,027257
158,665737	-0,027257
158,730835	-0,016441
158,77587	-0,016441
158,851134	-0,016441
158,899469	-0,005624
158,964567	-0,005624
159,009334	0,005192
159,0574	0,016008
159,108765	0,005192
159,153264	0,016008
159,184297	-0,016441
159,21863	-0,016441
159,252695	0,005192
159,276862	-0,005624
159,307627	-0,038073
159,335093	-0,027257
159,36256	-0,048889
159,393325	-0,027257
159,417492	-0,027257
159,451825	-0,027257
159,489726	-0,027257
159,527626	-0,027257
159,58229	-0,016441
159,62349	-0,016441
159,675123	0,005192
159,733624	0,005192
159,795423	0,005192
159,860521	-0,005624
159,932486	0,005192
160,004719	0,016008
160,083282	-0,005624
160,155515	-0,005624
160,227749	-0,005624
160,30658	-0,016441
160,378813	-0,016441
160,454077	-0,027257
160,515876	-0,027257
160,571077	-0,027257
160,639474	-0,005624
160,680943	-0,027257
160,722142	-0,016441
160,760043	-0,016441
160,808109	-0,016441
160,849308	0,005192
160,880342	0,016008
160,907808	0,005192
160,931976	0,016008
160,956143	-0,005624
160,986908	0,005192
161,017942	0,016008
161,069039	-0,005624
161,103372	-0,005624
161,137973	-0,016441
161,175605	-0,027257
161,233568	-0,027257
161,292068	-0,059705
161,353598	-0,048889
161,401933	-0,048889
161,463732	-0,038073
161,525532	-0,016441
161,587331	-0,027257
161,64913	-0,005624
161,70763	-0,005624
161,76943	-0,005624
161,817764	0,005192
161,872697	-0,005624
161,934496	-0,005624
161,992728	0,005192
162,037495	-0,005624
162,082262	-0,016441
162,136926	-0,016441
162,184992	-0,016441
162,226191	0,005192
162,27069	-0,027257
162,318756	-0,027257
162,370121	-0,038073
162,41132	-0,027257
162,459386	-0,038073
162,500854	-0,038073
162,562385	-0,016441
162,607152	-0,027257
162,662085	-0,005624
162,717017	-0,016441
162,765352	-0,016441
162,816986	-0,016441
162,875217	0,005192
162,919984	-0,005624
162,981515	-0,027257
163,033149	0,016008
163,084782	0,016008
163,139446	0,016008
163,187512	0,005192
163,245744	0,005192
163,297109	0,005192
163,352041	-0,016441
163,403137	-0,005624
163,447905	-0,027257
163,495971	-0,016441
163,527005	-0,027257
163,561606	-0,038073
163,606105	-0,027257
163,63384	-0,016441
163,668173	-0,016441
163,709372	-0,005624
163,747273	0,005192
163,784904	-0,005624
163,83297	0,016008
163,870871	-0,016441
163,929103	0,005192
163,987334	0,005192
164,0354	-0,016441
164,097199	0,005192
164,152401	0,005192
164,224097	-0,027257
164,285896	-0,016441
164,35786	-0,027257
164,416361	-0,016441
164,481459	-0,027257
164,550125	-0,048889
164,605326	-0,038073
164,670424	-0,027257
164,718759	-0,038073
164,77699	-0,038073
164,831923	-0,016441
164,879989	0,016008
164,914591	-0,016441
164,965956	-0,016441
165,013753	-0,005624
165,03489	-0,005624
165,082956	0,016008
165,124156	-0,005624
165,161788	-0,027257
165,209854	-0,027257
165,251053	-0,038073
165,305717	-0,038073
165,350484	-0,038073
165,405148	-0,027257
165,456782	-0,048889
165,508147	-0,027257
165,566378	-0,038073
165,611145	-0,038073
165,669646	-0,027257
165,724578	-0,016441
165,776212	-0,027257
165,827846	0,005192
165,892944	-0,005624
165,941278	-0,016441
166,006108	0,005192
166,047576	-0,005624
166,109375	0,005192
166,164039	-0,027257
166,205507	-0,016441
166,253573	-0,027257
166,318403	-0,016441
166,36317	-0,027257
166,407668	-0,038073
166,445569	-0,048889
166,490067	-0,027257
166,544731	-0,038073
166,589498	-0,038073
166,641132	-0,016441
166,692497	-0,005624
166,740563	-0,005624
166,782031	0,005192
166,8202	-0,005624
166,878163	0,016008
166,926229	0,026824
166,977863	-0,016441
167,025929	0,016008
167,074264	0,016008
167,128928	0,005192
167,190458	-0,016441
167,238524	-0,005624
167,289889	0,005192
167,331089	-0,016441
167,372288	-0,016441
167,417055	-0,027257
167,464852	-0,038073
167,499454	-0,027257
167,537086	-0,027257
167,578285	-0,016441
167,609319	-0,027257
167,64722	-0,027257
167,691718	-0,005624
167,723021	-0,038073
167,774386	-0,016441
167,818884	-0,027257
167,860352	0,005192
167,918584	-0,005624
167,970218	-0,005624
168,035047	-0,005624
168,093547	-0,005624
168,165512	0,005192
168,224012	-0,027257
168,295977	-0,016441
168,361075	-0,005624
168,439906	-0,016441
168,501974	-0,016441
168,567072	-0,016441
168,628872	-0,027257
168,677206	-0,027257
168,735707	-0,016441
168,783773	-0,005624
168,82854	0,016008
168,873038	0,005192
168,900773	-0,005624
168,938674	0,005192
168,993069	-0,005624
169,010639	-0,005624
169,051838	0,005192
169,082603	-0,016441
169,123534	-0,005624
169,154568	-0,016441
169,192468	-0,016441
169,226533	-0,027257
169,267732	-0,027257
169,31223	-0,038073
169,356729	-0,038073
169,401496	-0,059705
169,449562	-0,027257
169,501196	-0,038073
169,552561	-0,016441
169,621226	-0,016441
169,669561	-0,027257
169,741257	-0,027257
169,803325	-0,016441
169,87529	-0,005624
169,927192	-0,005624
169,99229	-0,016441
170,060956	0,005192
170,122755	0,005192
170,184555	-0,005624
170,236188	-0,016441
170,307884	-0,016441
170,352651	-0,038073
170,404285	-0,027257
170,45565	-0,038073
170,503716	-0,027257
170,544916	-0,048889
170,582547	-0,048889
170,61688	-0,027257
170,641048	-0,038073
170,665215	-0,027257
170,69295	-0,016441
170,723715	-0,027257
170,75448	-0,027257
170,792381	-0,005624
170,830013	-0,016441
170,871212	-0,016441
170,922846	-0,016441
170,984376	-0,027257
171,042877	0,005192
171,107975	-0,016441
171,183507	-0,038073
171,255472	-0,038073
171,324138	-0,038073
171,409836	-0,016441
171,478501	-0,048889
171,546898	-0,016441
171,612534	-0,038073
171,684499	-0,038073
171,732833	0,005192
171,787766	0,005192
171,845998	-0,005624
171,894064	-0,016441
171,925098	-0,005624
171,956132	0,005192
171,990464	-0,016441
172,034963	-0,016441
172,055831	-0,005624
172,083298	-0,027257
172,120929	-0,038073
172,151695	-0,027257
172,179161	-0,059705
172,233825	-0,048889
172,278592	-0,048889
172,336823	-0,038073
172,381591	-0,027257
172,456854	-0,038073
172,52552	-0,038073
172,587588	-0,027257
172,659553	-0,027257
172,731786	-0,005624
172,797153	0,005192
172,869118	0,016008
172,94465	0,016008
172,999851	0,016008
173,064949	0,016008
173,133615	0,005192
173,188548	0,016008
173,246779	-0,005624
173,278082	-0,005624
173,332746	-0,005624
173,380543	-0,016441
173,40801	-0,027257
173,442342	-0,016441
173,463211	-0,038073
173,493707	-0,038073
173,511277	-0,016441
173,552208	-0,038073
173,586541	0,005192
173,607678	-0,016441
173,642011	-0,027257
173,679642	-0,016441
173,731007	-0,005624
173,782641	0,005192
173,834275	0,026824
173,895805	0,026824
173,957605	0,005192
174,029838	0,005192
174,105102	0,016008
174,177066	0,005192
174,2493	0,005192
174,334729	-0,027257
174,400096	-0,016441
174,468761	-0,005624
174,534128	-0,027257
174,585762	-0,027257
174,643994	-0,005624
174,698926	-0,005624
174,736827	-0,027257
174,778026	-0,016441
174,805761	-0,005624
174,843662	0,005192
174,881562	0,005192
174,915895	0,026824
174,950228	-0,005624
174,977694	0,016008
175,015326	0,005192
175,04636	0,016008
175,094157	0,026824
175,135357	-0,016441
175,183423	-0,005624
175,227921	-0,005624
175,279286	-0,016441
175,33092	-0,016441
175,399317	-0,005624
175,45425	-0,027257
175,502584	-0,027257
175,577848	-0,016441
175,626452	-0,059705
175,687982	0,005192
175,746214	-0,005624
175,804714	0,016008
175,856348	0,005192
175,901115	0,005192
175,942583	0,005192
175,997515	0,005192
176,052179	-0,005624
176,093379	0,016008
176,131279	0,026824
176,182644	0,005192
176,223844	-0,005624
176,281807	-0,016441
176,319707	-0,016441
176,357608	-0,059705
176,405405	-0,038073
176,446604	-0,048889
176,481206	-0,027257
176,529272	-0,038073
176,577069	-0,016441
176,621837	-0,027257
176,666604	-0,016441
176,711371	-0,005624
176,766303	-0,005624
176,814638	0,005192
176,886334	-0,005624
176,941536	-0,005624
176,999767	0,005192
177,065134	-0,016441
177,116768	-0,016441
177,191762	0,048456
177,250263	-0,038073
177,312062	-0,016441
177,37716	-0,027257
177,432093	-0,048889
177,483726	-0,027257
177,552123	-0,038073
177,600189	-0,027257
177,644957	-0,016441
177,699352	-0,016441
177,727624	-0,005624
177,778989	-0,005624
177,806724	-0,027257
177,844356	0,005192
177,885556	-0,016441
177,926755	0,005192
177,967954	0,016008
178,012453	-0,005624
178,053921	-0,005624
178,091822	0,005192
178,153352	-0,016441
178,211584	-0,005624
178,262949	-0,005624
178,317881	-0,027257
178,386009	-0,038073
178,434344	-0,038073
178,492576	-0,005624
178,540911	-0,027257
178,599142	-0,016441
178,654343	-0,027257
178,712575	-0,027257
178,764209	-0,005624
178,815842	-0,005624
178,870775	0,005192
178,922409	0,005192
178,973774	-0,005624
179,028706	-0,005624
179,073473	-0,005624
179,128137	-0,005624
179,176203	-0,027257
179,204476	-0,027257
179,2858	-0,027257
179,327268	-0,027257
179,378633	-0,016441
179,433297	-0,038073
179,481632	-0,038073
179,532997	-0,027257
179,577764	-0,027257
179,629397	-0,048889
179,677464	-0,027257
179,729097	-0,016441
179,777163	-0,016441
179,838694	-0,016441
179,876863	-0,005624
179,938393	-0,005624
179,986728	0,005192
180,038362	0,005192
180,093026	0,005192
180,141092	-0,005624
180,192726	0,005192
180,247389	-0,016441
180,28529	-0,005624
180,326489	-0,016441
180,374287	-0,027257
